Student_id,Course_id,Grades,Marks
melissa.burke@myscu.edu,DATA206,D,69
melissa.burke@myscu.edu,DATA211,A,93
melissa.burke@myscu.edu,DATA212,B,85
david.riggs@myscu.edu,DATA215,D,61
david.riggs@myscu.edu,DATA202,A,98
david.riggs@myscu.edu,DATA212,A,96
david.riggs@myscu.edu,DATA204,A,100
kimberly.reed@myscu.edu,DATA216,A,91
kimberly.reed@myscu.edu,DATA202,C,75
kimberly.reed@myscu.edu,DATA206,D,68
ross.wood@myscu.edu,DATA219,B,83
william.peterson@myscu.edu,DATA212,A,99
william.peterson@myscu.edu,DATA206,B,82
melissa.short@myscu.edu,DATA214,C,73
melissa.short@myscu.edu,DATA211,D,69
daniel.yu@myscu.edu,DATA219,C,70
cynthia.poole@myscu.edu,DATA206,D,69
cynthia.poole@myscu.edu,DATA216,A,100
cynthia.poole@myscu.edu,DATA205,C,74
jasmine.graham@myscu.edu,DATA211,A,99
jasmine.graham@myscu.edu,DATA218,C,72
jasmine.graham@myscu.edu,DATA203,A,93
jasmine.graham@myscu.edu,DATA215,A,98
jessica.sheppard@myscu.edu,DATA204,A,98
jessica.sheppard@myscu.edu,DATA213,C,71
joseph.morton@myscu.edu,DATA202,C,78
joseph.morton@myscu.edu,DATA206,B,83
joseph.morton@myscu.edu,DATA216,A,90
joseph.morton@myscu.edu,DATA208,C,74
joseph.morton@myscu.edu,DATA209,B,82
amanda.webb@myscu.edu,DATA219,C,74
ryan.simon@myscu.edu,DATA212,D,68
joseph.christian@myscu.edu,DATA205,C,74
joseph.christian@myscu.edu,DATA209,B,87
mariah.miller@myscu.edu,DATA212,B,87
mariah.miller@myscu.edu,DATA216,A,92
mariah.miller@myscu.edu,DATA214,B,82
mariah.miller@myscu.edu,DATA206,D,62
nicole.sanchez@myscu.edu,DATA206,A,90
nicole.sanchez@myscu.edu,DATA209,B,85
nicole.sanchez@myscu.edu,DATA207,D,65
steven.bishop@myscu.edu,DATA206,D,63
steven.bishop@myscu.edu,DATA216,B,89
steven.bishop@myscu.edu,DATA204,D,62
nicholas.johnson@myscu.edu,DATA206,B,84
nicholas.johnson@myscu.edu,DATA207,A,98
melissa.white@myscu.edu,DATA211,A,91
melissa.white@myscu.edu,DATA219,D,67
melissa.white@myscu.edu,DATA203,A,92
jason.salinas@myscu.edu,DATA212,C,70
matthew.beard@myscu.edu,DATA208,C,72
jacqueline.hill@myscu.edu,DATA207,B,84
jacqueline.hill@myscu.edu,DATA214,D,62
alejandro.vaughan@myscu.edu,DATA209,D,60
alejandro.vaughan@myscu.edu,DATA216,D,67
alejandro.vaughan@myscu.edu,DATA211,D,69
alejandro.vaughan@myscu.edu,DATA202,B,85
christopher.cortez@myscu.edu,DATA207,D,66
christopher.cortez@myscu.edu,DATA209,B,82
christopher.cortez@myscu.edu,DATA218,A,95
tracy.chang@myscu.edu,DATA212,C,74
hannah.brewer@myscu.edu,DATA219,A,95
hannah.brewer@myscu.edu,DATA208,A,100
hannah.brewer@myscu.edu,DATA218,C,71
hannah.brewer@myscu.edu,DATA205,D,65
travis.mcguire@myscu.edu,DATA215,A,91
travis.mcguire@myscu.edu,DATA219,A,100
travis.mcguire@myscu.edu,DATA218,B,87
travis.mcguire@myscu.edu,DATA213,C,76
christopher.walker@myscu.edu,DATA218,C,76
christopher.walker@myscu.edu,DATA212,B,85
christopher.walker@myscu.edu,DATA209,A,90
christopher.walker@myscu.edu,DATA214,C,72
heather.torres@myscu.edu,DATA218,B,80
bonnie.kennedy@myscu.edu,DATA207,B,88
bonnie.kennedy@myscu.edu,DATA209,C,76
bonnie.kennedy@myscu.edu,DATA204,D,68
bonnie.kennedy@myscu.edu,DATA211,C,73
alyssa.coleman@myscu.edu,DATA202,C,73
alyssa.coleman@myscu.edu,DATA212,D,69
alyssa.coleman@myscu.edu,DATA218,D,69
alyssa.coleman@myscu.edu,DATA207,C,70
alyssa.coleman@myscu.edu,DATA204,A,92
julie.rivera@myscu.edu,DATA214,D,61
julie.rivera@myscu.edu,DATA218,A,100
julie.rivera@myscu.edu,DATA203,D,66
jacqueline.nelson@myscu.edu,DATA216,C,78
john.martinez@myscu.edu,DATA212,C,76
john.martinez@myscu.edu,DATA218,D,69
john.martinez@myscu.edu,DATA206,B,82
james.wilson@myscu.edu,DATA218,A,95
james.wilson@myscu.edu,DATA206,A,96
amanda.gill@myscu.edu,DATA211,D,69
jacob.robinson@myscu.edu,DATA211,A,100
jacob.robinson@myscu.edu,DATA207,C,71
todd.hardy@myscu.edu,DATA212,C,71
todd.hardy@myscu.edu,DATA204,B,82
todd.hardy@myscu.edu,DATA213,B,85
tiffany.warren@myscu.edu,DATA218,B,84
justin.garcia@myscu.edu,DATA215,B,81
justin.garcia@myscu.edu,DATA219,C,73
james.perez@myscu.edu,DATA213,B,84
james.perez@myscu.edu,DATA204,C,75
james.perez@myscu.edu,DATA212,A,100
james.perez@myscu.edu,DATA203,A,90
harry.smith@myscu.edu,DATA214,C,75
harry.smith@myscu.edu,DATA213,D,64
amanda.hill@myscu.edu,DATA213,A,94
amanda.hill@myscu.edu,DATA206,D,63
terri.tran@myscu.edu,DATA202,C,77
terri.tran@myscu.edu,DATA207,A,91
heidi.martinez@myscu.edu,DATA213,C,77
heidi.martinez@myscu.edu,DATA219,D,66
heidi.martinez@myscu.edu,DATA207,C,75
heidi.martinez@myscu.edu,DATA211,A,91
miranda.henry@myscu.edu,DATA208,B,80
miranda.henry@myscu.edu,DATA216,C,74
monique.andrews@myscu.edu,DATA211,A,95
taylor.alexander@myscu.edu,DATA207,D,67
jack.williams@myscu.edu,DATA208,A,95
jack.williams@myscu.edu,DATA211,D,69
shelley.woods@myscu.edu,DATA211,D,60
shelley.woods@myscu.edu,DATA203,D,64
shelley.woods@myscu.edu,DATA204,C,74
shelley.woods@myscu.edu,DATA213,B,84
lynn.morales@myscu.edu,DATA208,C,71
charles.soto@myscu.edu,DATA215,A,92
charles.soto@myscu.edu,DATA212,C,78
brian.hernandez@myscu.edu,DATA205,B,85
brian.hernandez@myscu.edu,DATA211,C,74
brian.hernandez@myscu.edu,DATA204,A,90
brian.hernandez@myscu.edu,DATA213,B,83
anna.torres@myscu.edu,DATA205,B,84
anna.torres@myscu.edu,DATA202,D,64
victoria.wilson@myscu.edu,DATA207,C,77
victoria.wilson@myscu.edu,DATA218,A,90
victoria.wilson@myscu.edu,DATA212,D,62
victoria.wilson@myscu.edu,DATA211,B,83
kathy.obrien@myscu.edu,DATA218,B,80
kathy.obrien@myscu.edu,DATA202,C,76
kathy.obrien@myscu.edu,DATA206,A,96
krystal.perez@myscu.edu,DATA216,C,71
krystal.perez@myscu.edu,DATA215,A,100
krystal.perez@myscu.edu,DATA213,D,64
krystal.perez@myscu.edu,DATA203,B,83
krystal.perez@myscu.edu,DATA204,D,65
alexandra.hayes@myscu.edu,DATA219,B,87
alexandra.hayes@myscu.edu,DATA216,C,77
scott.dalton@myscu.edu,DATA216,D,64
scott.dalton@myscu.edu,DATA218,D,64
veronica.torres@myscu.edu,DATA206,B,81
christine.lynch@myscu.edu,DATA206,B,87
christine.lynch@myscu.edu,DATA208,C,77
jody.meza@myscu.edu,DATA212,D,61
jody.meza@myscu.edu,DATA204,D,65
jody.meza@myscu.edu,DATA207,A,96
jared.clark@myscu.edu,DATA211,B,84
jared.clark@myscu.edu,DATA209,A,97
jared.clark@myscu.edu,DATA216,C,73
jared.clark@myscu.edu,DATA208,A,97
glenn.jones@myscu.edu,DATA207,A,95
glenn.jones@myscu.edu,DATA215,A,91
aaron.hayes@myscu.edu,DATA202,B,82
brittney.carter@myscu.edu,DATA205,D,63
jesse.mann@myscu.edu,DATA202,A,90
jesse.mann@myscu.edu,DATA213,D,60
jesse.mann@myscu.edu,DATA212,D,68
jesse.mann@myscu.edu,DATA218,D,61
jacqueline.gibson@myscu.edu,DATA219,C,76
kristin.weber@myscu.edu,DATA216,C,70
kristin.weber@myscu.edu,DATA206,D,60
kristin.weber@myscu.edu,DATA202,D,64
donna.peck@myscu.edu,DATA208,A,99
ronald.stephens@myscu.edu,DATA202,A,91
ronald.stephens@myscu.edu,DATA219,D,66
deborah.kerr@myscu.edu,DATA216,D,68
margaret.jones@myscu.edu,DATA208,C,79
gabriel.parker@myscu.edu,DATA214,D,64
gabriel.parker@myscu.edu,DATA216,C,72
gabriel.parker@myscu.edu,DATA208,C,75
kaitlyn.carroll@myscu.edu,DATA204,B,87
keith.martinez@myscu.edu,DATA209,A,99
keith.martinez@myscu.edu,DATA219,B,85
keith.martinez@myscu.edu,DATA202,B,89
haley.lyons@myscu.edu,DATA204,A,94
haley.lyons@myscu.edu,DATA214,B,89
sherri.mason@myscu.edu,DATA213,B,85
sherri.mason@myscu.edu,DATA205,D,62
sherri.mason@myscu.edu,DATA216,A,96
sherri.mason@myscu.edu,DATA206,A,93
troy.miller@myscu.edu,DATA208,A,90
troy.miller@myscu.edu,DATA214,C,73
troy.miller@myscu.edu,DATA213,D,64
troy.miller@myscu.edu,DATA204,C,70
bill.reynolds@myscu.edu,DATA205,A,91
bill.reynolds@myscu.edu,DATA207,A,90
bill.reynolds@myscu.edu,DATA208,C,74
marcus.wright@myscu.edu,DATA207,D,65
marcus.wright@myscu.edu,DATA215,C,71
christopher.hayden@myscu.edu,DATA213,D,68
christopher.hayden@myscu.edu,DATA214,B,88
christopher.hayden@myscu.edu,DATA209,B,84
christopher.hayden@myscu.edu,DATA212,D,61
mary.johnston@myscu.edu,DATA209,B,89
stephanie.key@myscu.edu,DATA205,A,96
stephanie.key@myscu.edu,DATA204,A,93
stephanie.key@myscu.edu,DATA212,A,94
stephanie.key@myscu.edu,DATA213,A,99
emily.adams@myscu.edu,DATA216,A,90
emily.adams@myscu.edu,DATA219,A,94
billy.avila@myscu.edu,DATA202,B,86
billy.avila@myscu.edu,DATA211,B,82
thomas.pearson@myscu.edu,DATA207,C,75
sabrina.white@myscu.edu,DATA202,A,100
sabrina.white@myscu.edu,DATA215,C,73
sabrina.white@myscu.edu,DATA218,A,100
sabrina.white@myscu.edu,DATA212,A,96
brenda.walters@myscu.edu,DATA219,C,79
travis.davis@myscu.edu,DATA218,D,67
michael.cook@myscu.edu,DATA218,A,98
michael.cook@myscu.edu,DATA202,D,65
michael.cook@myscu.edu,DATA208,A,100
michael.cook@myscu.edu,DATA212,B,81
elizabeth.hodge@myscu.edu,DATA205,C,79
elizabeth.hodge@myscu.edu,DATA208,D,61
elizabeth.hodge@myscu.edu,DATA202,A,92
elizabeth.hodge@myscu.edu,DATA206,A,97
mark.steele@myscu.edu,DATA209,A,100
mark.steele@myscu.edu,DATA206,B,81
keith.landry@myscu.edu,DATA207,C,74
keith.landry@myscu.edu,DATA202,D,67
keith.landry@myscu.edu,DATA204,D,69
lisa.pierce@myscu.edu,DATA215,D,62
lisa.pierce@myscu.edu,DATA211,C,70
lisa.pierce@myscu.edu,DATA205,D,67
shawn.edwards@myscu.edu,DATA213,A,97
shawn.edwards@myscu.edu,DATA211,D,64
marcus.cordova@myscu.edu,DATA205,B,82
marcus.cordova@myscu.edu,DATA203,D,61
marcus.cordova@myscu.edu,DATA214,B,82
richard.robertson@myscu.edu,DATA207,B,84
vanessa.sandoval@myscu.edu,DATA206,C,78
vanessa.sandoval@myscu.edu,DATA205,A,96
amy.gutierrez@myscu.edu,DATA206,A,100
jacob.cox@myscu.edu,DATA219,B,89
katherine.garrett@myscu.edu,DATA202,C,78
katherine.garrett@myscu.edu,DATA205,A,90
katherine.garrett@myscu.edu,DATA212,D,63
katherine.garrett@myscu.edu,DATA203,D,60
kathleen.harris@myscu.edu,DATA202,D,68
kathleen.harris@myscu.edu,DATA213,B,86
andrea.pennington@myscu.edu,DATA203,A,95
andrea.pennington@myscu.edu,DATA216,B,89
samuel.wolfe@myscu.edu,DATA208,B,85
samuel.wolfe@myscu.edu,DATA204,C,79
samuel.wolfe@myscu.edu,DATA214,C,79
david.dudley@myscu.edu,DATA205,A,94
david.dudley@myscu.edu,DATA218,A,91
david.dudley@myscu.edu,DATA211,B,85
chelsea.allen@myscu.edu,DATA203,A,96
chelsea.allen@myscu.edu,DATA206,B,88
chelsea.allen@myscu.edu,DATA218,A,97
eric.pierce@myscu.edu,DATA203,B,88
eric.pierce@myscu.edu,DATA202,C,79
eric.pierce@myscu.edu,DATA209,B,86
andrea.davis@myscu.edu,DATA214,C,72
andrea.davis@myscu.edu,DATA208,B,84
andrea.davis@myscu.edu,DATA218,B,82
steven.wilson@myscu.edu,DATA211,D,62
steven.wilson@myscu.edu,DATA218,C,76
marilyn.jimenez@myscu.edu,DATA205,B,81
marilyn.jimenez@myscu.edu,DATA204,D,61
jennifer.hicks@myscu.edu,DATA204,B,86
jennifer.hicks@myscu.edu,DATA209,C,75
jennifer.hicks@myscu.edu,DATA216,B,82
tina.sanchez@myscu.edu,DATA205,A,90
tina.sanchez@myscu.edu,DATA208,C,72
tina.sanchez@myscu.edu,DATA209,D,62
andrea.reyes@myscu.edu,DATA207,B,84
andrea.reyes@myscu.edu,DATA214,C,77
sandra.romero@myscu.edu,DATA208,B,87
joshua.tyler@myscu.edu,DATA205,C,71
joshua.tyler@myscu.edu,DATA215,B,89
joshua.tyler@myscu.edu,DATA203,D,65
robert.villa@myscu.edu,DATA208,D,67
robert.villa@myscu.edu,DATA214,A,100
william.hoover@myscu.edu,DATA216,A,96
william.hoover@myscu.edu,DATA205,B,82
william.hoover@myscu.edu,DATA218,D,68
brenda.duarte@myscu.edu,DATA216,B,84
tracy.hernandez@myscu.edu,DATA216,C,74
tracy.hernandez@myscu.edu,DATA202,B,80
amanda.reed@myscu.edu,DATA218,D,63
amanda.reed@myscu.edu,DATA205,A,97
andrea.daniels@myscu.edu,DATA212,B,89
stanley.morris@myscu.edu,DATA204,D,60
stanley.morris@myscu.edu,DATA208,C,71
jacob.terry@myscu.edu,DATA205,B,83
jacob.terry@myscu.edu,DATA213,B,82
ashley.hall@myscu.edu,DATA219,C,70
ashley.hall@myscu.edu,DATA214,B,89
ashley.hall@myscu.edu,DATA207,B,86
kimberly.williams@myscu.edu,DATA215,C,73
kimberly.williams@myscu.edu,DATA207,B,87
kimberly.williams@myscu.edu,DATA219,C,75
julie.thornton@myscu.edu,DATA204,D,65
lisa.hughes@myscu.edu,DATA204,B,80
lisa.hughes@myscu.edu,DATA205,A,99
lisa.hughes@myscu.edu,DATA213,A,99
elizabeth.hoover@myscu.edu,DATA207,A,95
tina.simpson@myscu.edu,DATA219,A,96
tina.simpson@myscu.edu,DATA207,B,81
tina.simpson@myscu.edu,DATA218,A,99
benjamin.shaw@myscu.edu,DATA211,B,85
benjamin.shaw@myscu.edu,DATA215,C,78
brittany.kane@myscu.edu,DATA218,B,87
brittany.kane@myscu.edu,DATA212,C,75
brittany.kane@myscu.edu,DATA203,C,79
brittany.kane@myscu.edu,DATA214,B,81
morgan.alexander@myscu.edu,DATA208,C,76
morgan.alexander@myscu.edu,DATA212,C,74
morgan.alexander@myscu.edu,DATA215,C,79
alicia.bryant@myscu.edu,DATA214,C,76
alicia.bryant@myscu.edu,DATA212,D,64
jennifer.ortiz@myscu.edu,DATA207,C,79
jennifer.ortiz@myscu.edu,DATA204,A,99
jennifer.ortiz@myscu.edu,DATA211,B,85
jennifer.ortiz@myscu.edu,DATA218,A,96
diana.moore@myscu.edu,DATA214,A,98
diana.moore@myscu.edu,DATA204,C,75
diana.moore@myscu.edu,DATA202,A,98
terrance.costa@myscu.edu,DATA205,C,75
matthew.schwartz@myscu.edu,DATA203,C,76
matthew.schwartz@myscu.edu,DATA211,C,77
debra.christian@myscu.edu,DATA207,A,97
debra.christian@myscu.edu,DATA205,B,88
debra.christian@myscu.edu,DATA202,C,78
melissa.villarreal@myscu.edu,DATA205,C,74
melissa.villarreal@myscu.edu,DATA211,A,96
norman.stewart@myscu.edu,DATA219,C,76
norman.stewart@myscu.edu,DATA214,D,61
norman.stewart@myscu.edu,DATA203,A,93
norman.stewart@myscu.edu,DATA208,A,95
norman.stewart@myscu.edu,DATA212,C,70
jennifer.malone@myscu.edu,DATA204,C,74
jennifer.malone@myscu.edu,DATA202,D,63
jennifer.malone@myscu.edu,DATA216,A,97
jennifer.malone@myscu.edu,DATA205,B,81
monique.johnson@myscu.edu,DATA202,A,92
casey.welch@myscu.edu,DATA212,B,86
casey.welch@myscu.edu,DATA204,D,68
casey.welch@myscu.edu,DATA214,A,90
samantha.bright@myscu.edu,DATA204,C,73
samantha.bright@myscu.edu,DATA218,A,93
samantha.bright@myscu.edu,DATA208,A,97
julie.hamilton@myscu.edu,DATA213,D,66
corey.schultz@myscu.edu,DATA209,C,75
corey.schultz@myscu.edu,DATA219,C,70
monique.wallace@myscu.edu,DATA214,A,96
monique.wallace@myscu.edu,DATA204,B,88
heather.berger@myscu.edu,DATA216,D,68
brandon.flynn@myscu.edu,DATA215,D,63
brandon.flynn@myscu.edu,DATA207,D,67
kelly.brooks@myscu.edu,DATA212,A,90
kelly.brooks@myscu.edu,DATA213,D,62
kelly.brooks@myscu.edu,DATA208,A,90
kelly.brooks@myscu.edu,DATA216,B,80
kelly.brooks@myscu.edu,DATA209,C,79
dustin.schmidt@myscu.edu,DATA209,B,82
ashlee.sparks@myscu.edu,DATA216,A,100
ashlee.sparks@myscu.edu,DATA202,B,86
george.miller@myscu.edu,DATA212,B,83
monica.harvey@myscu.edu,DATA216,B,81
monica.harvey@myscu.edu,DATA211,A,90
monica.harvey@myscu.edu,DATA214,A,97
john.durham@myscu.edu,DATA214,D,68
john.durham@myscu.edu,DATA216,D,68
john.durham@myscu.edu,DATA218,C,75
douglas.murray@myscu.edu,DATA216,D,60
jonathan.scott@myscu.edu,DATA211,D,62
jonathan.scott@myscu.edu,DATA205,C,79
jonathan.scott@myscu.edu,DATA207,C,77
albert.ballard@myscu.edu,DATA219,A,96
albert.ballard@myscu.edu,DATA212,B,87
albert.ballard@myscu.edu,DATA214,C,79
albert.ballard@myscu.edu,DATA215,B,84
rachel.byrd@myscu.edu,DATA218,D,64
eric.alexander@myscu.edu,DATA212,A,99
michael.matthews@myscu.edu,DATA208,A,96
michael.matthews@myscu.edu,DATA214,D,63
michael.matthews@myscu.edu,DATA212,D,61
michael.matthews@myscu.edu,DATA202,D,69
danielle.coleman@myscu.edu,DATA216,B,82
danielle.coleman@myscu.edu,DATA202,D,66
danielle.coleman@myscu.edu,DATA214,D,68
danielle.coleman@myscu.edu,DATA215,D,67
john.bruce@myscu.edu,DATA213,B,89
john.bruce@myscu.edu,DATA204,B,85
james.cruz@myscu.edu,DATA205,B,82
james.cruz@myscu.edu,DATA215,A,93
james.cruz@myscu.edu,DATA204,A,98
james.cruz@myscu.edu,DATA218,B,85
timothy.young@myscu.edu,DATA216,B,81
timothy.young@myscu.edu,DATA218,A,97
timothy.young@myscu.edu,DATA206,B,81
timothy.young@myscu.edu,DATA215,A,100
ashley.andrews@myscu.edu,DATA215,D,60
ashley.andrews@myscu.edu,DATA216,B,87
ashley.andrews@myscu.edu,DATA212,A,96
victoria.phillips@myscu.edu,DATA204,A,99
victoria.phillips@myscu.edu,DATA207,C,73
tiffany.barrett@myscu.edu,DATA208,C,76
joshua.knight@myscu.edu,DATA206,B,83
gina.garner@myscu.edu,DATA202,A,95
gina.garner@myscu.edu,DATA212,C,79
gina.garner@myscu.edu,DATA219,C,72
brandon.obrien@myscu.edu,DATA219,C,76
brandon.obrien@myscu.edu,DATA214,B,85
tyler.strong@myscu.edu,DATA211,D,65
justin.lindsey@myscu.edu,DATA209,D,64
justin.lindsey@myscu.edu,DATA208,C,74
catherine.gomez@myscu.edu,DATA203,A,94
catherine.gomez@myscu.edu,DATA205,A,95
catherine.gomez@myscu.edu,DATA211,D,63
catherine.gomez@myscu.edu,DATA208,C,73
dana.oliver@myscu.edu,DATA219,C,78
dana.oliver@myscu.edu,DATA205,C,71
dana.oliver@myscu.edu,DATA216,C,72
erica.le@myscu.edu,DATA213,B,86
erica.le@myscu.edu,DATA214,C,70
erica.le@myscu.edu,DATA218,D,68
erica.le@myscu.edu,DATA212,D,62
donna.massey@myscu.edu,DATA212,C,75
donna.massey@myscu.edu,DATA204,C,72
courtney.berger@myscu.edu,DATA212,C,79
courtney.berger@myscu.edu,DATA219,B,89
courtney.berger@myscu.edu,DATA209,C,78
debbie.parker@myscu.edu,DATA209,C,71
debbie.parker@myscu.edu,DATA207,C,76
scott.riley@myscu.edu,DATA211,B,86
jessica.davis@myscu.edu,DATA208,D,61
jessica.davis@myscu.edu,DATA212,C,79
jessica.davis@myscu.edu,DATA207,C,74
jessica.davis@myscu.edu,DATA206,B,88
kenneth.burgess@myscu.edu,DATA218,B,86
kenneth.burgess@myscu.edu,DATA203,A,92
kenneth.burgess@myscu.edu,DATA212,B,85
gregory.anderson@myscu.edu,DATA215,A,94
gregory.anderson@myscu.edu,DATA208,D,61
amber.mata@myscu.edu,DATA206,D,62
alyssa.mcintyre@myscu.edu,DATA205,B,80
maria.scott@myscu.edu,DATA206,A,96
maria.scott@myscu.edu,DATA215,C,77
maria.scott@myscu.edu,DATA205,B,84
makayla.olson@myscu.edu,DATA213,A,97
makayla.olson@myscu.edu,DATA212,D,63
makayla.olson@myscu.edu,DATA205,D,69
lindsay.francis@myscu.edu,DATA204,D,65
lindsay.francis@myscu.edu,DATA205,A,91
lindsay.francis@myscu.edu,DATA212,B,88
lindsay.francis@myscu.edu,DATA207,C,78
matthew.wilson@myscu.edu,DATA214,B,89
matthew.wilson@myscu.edu,DATA216,C,76
matthew.wilson@myscu.edu,DATA211,C,72
sydney.taylor@myscu.edu,DATA218,D,62
tammy.dalton@myscu.edu,DATA204,C,79
tammy.dalton@myscu.edu,DATA216,C,73
jennifer.whitney@myscu.edu,DATA209,B,80
tammy.ballard@myscu.edu,DATA212,D,63
tammy.ballard@myscu.edu,DATA211,D,69
tammy.ballard@myscu.edu,DATA218,C,74
michael.gibbs@myscu.edu,DATA207,B,83
michael.gibbs@myscu.edu,DATA216,D,63
michael.gibbs@myscu.edu,DATA208,C,70
michael.gibbs@myscu.edu,DATA212,C,70
alexander.herrera@myscu.edu,DATA204,A,95
alexander.herrera@myscu.edu,DATA219,B,87
alexander.herrera@myscu.edu,DATA215,B,85
shawn.chambers@myscu.edu,DATA208,C,71
shawn.chambers@myscu.edu,DATA207,B,88
emily.richards@myscu.edu,DATA207,B,81
lynn.bentley@myscu.edu,DATA214,C,70
lynn.bentley@myscu.edu,DATA209,C,72
daniel.hall@myscu.edu,DATA208,C,72
daniel.hall@myscu.edu,DATA203,D,68
daniel.hall@myscu.edu,DATA216,A,93
daniel.hall@myscu.edu,DATA202,D,69
daniel.hall@myscu.edu,DATA219,A,99
angel.henson@myscu.edu,DATA215,C,74
angel.henson@myscu.edu,DATA219,D,60
angel.henson@myscu.edu,DATA205,D,68
anna.herman@myscu.edu,DATA212,D,61
jeffrey.brown@myscu.edu,DATA214,D,68
jeffrey.brown@myscu.edu,DATA216,B,81
madison.blankenship@myscu.edu,DATA214,B,85
madison.blankenship@myscu.edu,DATA218,A,96
madison.blankenship@myscu.edu,DATA207,D,66
kevin.ortiz@myscu.edu,DATA211,C,73
kevin.ortiz@myscu.edu,DATA202,D,60
donald.shah@myscu.edu,DATA206,C,74
donald.shah@myscu.edu,DATA212,D,61
kevin.vasquez@myscu.edu,DATA214,C,74
kevin.vasquez@myscu.edu,DATA202,C,72
colton.clay@myscu.edu,DATA204,B,86
colton.clay@myscu.edu,DATA214,B,89
colton.clay@myscu.edu,DATA203,B,88
derek.chavez@myscu.edu,DATA213,D,64
derek.chavez@myscu.edu,DATA206,B,87
sonya.barnes@myscu.edu,DATA207,B,83
sonya.barnes@myscu.edu,DATA205,D,60
julia.moore@myscu.edu,DATA204,B,88
julia.moore@myscu.edu,DATA219,B,87
julia.moore@myscu.edu,DATA206,D,69
robert.garcia@myscu.edu,DATA203,A,90
robert.garcia@myscu.edu,DATA215,A,99
robert.garcia@myscu.edu,DATA216,A,99
tracy.russell@myscu.edu,DATA209,B,82
tracy.russell@myscu.edu,DATA213,B,80
stephanie.johnson@myscu.edu,DATA211,C,75
mitchell.ramos@myscu.edu,DATA208,C,73
mitchell.ramos@myscu.edu,DATA204,D,63
mitchell.ramos@myscu.edu,DATA203,D,65
mitchell.ramos@myscu.edu,DATA209,C,71
stephanie.foley@myscu.edu,DATA211,C,74
cory.jennings@myscu.edu,DATA214,A,97
amy.levine@myscu.edu,DATA212,A,95
amy.levine@myscu.edu,DATA205,C,76
amy.levine@myscu.edu,DATA214,A,91
michael.sanders@myscu.edu,DATA213,C,70
michael.sanders@myscu.edu,DATA219,C,75
michael.sanders@myscu.edu,DATA216,D,61
michael.sanders@myscu.edu,DATA203,C,73
james.martinez@myscu.edu,DATA202,C,77
james.martinez@myscu.edu,DATA216,D,68
james.martinez@myscu.edu,DATA215,D,62
melanie.gibson@myscu.edu,DATA219,C,78
melanie.gibson@myscu.edu,DATA204,B,89
melanie.gibson@myscu.edu,DATA215,D,64
melanie.gibson@myscu.edu,DATA208,D,61
elizabeth.may@myscu.edu,DATA209,D,65
elizabeth.may@myscu.edu,DATA204,B,89
elizabeth.may@myscu.edu,DATA207,C,70
carla.smith@myscu.edu,DATA211,C,70
carla.smith@myscu.edu,DATA216,D,68
carla.smith@myscu.edu,DATA212,D,63
kristin.sanchez@myscu.edu,DATA216,B,83
kristin.sanchez@myscu.edu,DATA204,D,63
david.cunningham@myscu.edu,DATA213,B,86
casey.hubbard@myscu.edu,DATA215,C,76
casey.hubbard@myscu.edu,DATA216,D,66
jamie.robinson@myscu.edu,DATA214,A,100
jamie.robinson@myscu.edu,DATA219,B,80
molly.murphy@myscu.edu,DATA215,C,76
molly.murphy@myscu.edu,DATA209,B,86
molly.murphy@myscu.edu,DATA205,D,66
dylan.lester@myscu.edu,DATA202,A,99
dylan.lester@myscu.edu,DATA215,A,98
aaron.garrison@myscu.edu,DATA211,C,71
aaron.garrison@myscu.edu,DATA216,C,76
john.thompson@myscu.edu,DATA206,A,100
john.thompson@myscu.edu,DATA213,A,94
john.thompson@myscu.edu,DATA211,C,74
john.thompson@myscu.edu,DATA209,B,88
donna.johnson@myscu.edu,DATA209,D,69
donna.johnson@myscu.edu,DATA216,A,90
alexis.tyler@myscu.edu,DATA216,A,100
alexis.tyler@myscu.edu,DATA209,D,69
john.morris@myscu.edu,DATA205,B,81
john.morris@myscu.edu,DATA203,A,92
john.morris@myscu.edu,DATA202,D,64
john.morris@myscu.edu,DATA213,C,71
judy.fox@myscu.edu,DATA203,A,98
julie.alvarez@myscu.edu,DATA204,A,97
daniel.gordon@myscu.edu,DATA208,B,84
daniel.gordon@myscu.edu,DATA209,B,85
sonia.williams@myscu.edu,DATA207,C,78
sonia.williams@myscu.edu,DATA218,C,76
krista.camacho@myscu.edu,DATA202,D,69
adrienne.ellis@myscu.edu,DATA216,C,75
adrienne.ellis@myscu.edu,DATA204,A,91
tamara.brown@myscu.edu,DATA206,C,75
timothy.morales@myscu.edu,DATA216,A,100
timothy.morales@myscu.edu,DATA202,B,88
gina.henry@myscu.edu,DATA211,A,96
renee.jones@myscu.edu,DATA215,D,68
christopher.franklin@myscu.edu,DATA214,D,65
cameron.hill@myscu.edu,DATA212,D,65
cameron.hill@myscu.edu,DATA206,D,63
cameron.hill@myscu.edu,DATA213,D,67
cameron.hill@myscu.edu,DATA205,B,89
mark.vang@myscu.edu,DATA219,D,62
mark.vang@myscu.edu,DATA209,C,75
alyssa.chavez@myscu.edu,DATA214,B,82
alyssa.chavez@myscu.edu,DATA216,A,95
alyssa.chavez@myscu.edu,DATA212,B,86
alyssa.chavez@myscu.edu,DATA218,A,99
alyssa.chavez@myscu.edu,DATA215,D,63
catherine.garcia@myscu.edu,DATA211,D,64
