User_id,Password,Role
nicole.matthews@myscu.edu,%JF+u1a_)|`<,student
kendra.allen@myscu.edu,&*=<(-/>w0\+,student
christopher.castillo@myscu.edu,B:V}:PX;sAE!,student
james.adkins@myscu.edu,<R\T}qIj@)9!,student
anthony.white@myscu.edu,+SoKxJGz!%cu,student
richard.graham@myscu.edu,%V{F@}-c@:0|,student
jesse.edwards@myscu.edu,[%*wv#J6g0da,student
theresa.scott@myscu.edu,s>o_]Z-cQDT~,student
ashley.obrien@myscu.edu,'Y.*X5\%2qmO,student
makayla.robinson@myscu.edu,"Jx""@=t*C}6*N",student
casey.duran@myscu.edu,mXXRi[Mk]L%h,student
jessica.ochoa@myscu.edu,G\yUap13v>!5,student
jill.ross@myscu.edu,.mk@?F^8Xg3+,student
theresa.reyes@myscu.edu,LguBCV@(7+3W,student
patricia.pearson@myscu.edu,v[JuI3\I1k/`,student
jessica.sherman@myscu.edu,"JqM>""^db2Nu+",student
dylan.hall@myscu.edu,Q(szU&:Ylm%o,student
jeffery.mccoy@myscu.edu,T%1rk_[%-78T,student
natasha.hall@myscu.edu,W6wOL5YYS|CG,student
frank.richardson@myscu.edu,$talwCm4m}LZ,student
jessica.coleman@myscu.edu,lWRXfia0/Bb^,student
steven.morrison@myscu.edu,"xZvKMz,bt-&1",student
jeremy.pierce@myscu.edu,",$D;""b~Ka-[W",student
michael.walker@myscu.edu,7[<)EW@`ic)v,student
jeremy.davidson@myscu.edu,"m4,Q1\:Zn>-+",student
peggy.garrett@myscu.edu,egd0;0Y-h]w;,student
tamara.webb@myscu.edu,F}lL]Xq>6p[N,student
julia.tyler@myscu.edu,"2V~""cw_d3wNj",student
larry.montgomery@myscu.edu,-A5t9F0fJ6!$,student
rodney.hebert@myscu.edu,JVvPuB'ZRXfM,student
veronica.peterson@myscu.edu,c0#ofVhpI=[u,student
robert.hernandez@myscu.edu,BysBxHbieS`G,student
sabrina.hammond@myscu.edu,"M~h>""ea*rPlg",student
sarah.allen@myscu.edu,3h?o`e0Q3?qY,student
erik.rivera@myscu.edu,!3>l.;]j<`wv,student
sharon.castaneda@myscu.edu,0r^UHL4Re5M`,student
vanessa.smith@myscu.edu,"B/Eeq>C4`""hA",student
jennifer.morrow@myscu.edu,WJ|L!vp~=ph[,student
matthew.wood@myscu.edu,nkiPuIH)E7EU,student
francisco.elliott@myscu.edu,AbW/JVlj?6z7,student
timothy.wilson@myscu.edu,"_T5U)[t!H""UE",student
ryan.lloyd@myscu.edu,C1e%rll0x2R1,student
denise.morrison@myscu.edu,a^jP@y:Z}s9y,student
amy.burgess@myscu.edu,PiM5hm_nVw7l,student
bruce.long@myscu.edu,?p8dp5Y;pf}^,student
jason.wagner@myscu.edu,dv1+uRx18Xp),student
kyle.tran@myscu.edu,dp>I)Y692/s|,student
sharon.velazquez@myscu.edu,"b}w.A,x7!g%A",student
april.hendrix@myscu.edu,p4)-1K:+52Bb,student
veronica.weaver@myscu.edu,diM!oq}l05-_,student
robert.howell@myscu.edu,Hv[<2G8`cOyh,student
rachael.jenkins@myscu.edu,)<M|^)d[IJFT,student
morgan.gentry@myscu.edu,VJO(`e!+{=D+,student
nicole.robles@myscu.edu,"`!rc,Nm@*xe!",student
carolyn.roberts@myscu.edu,XLKms7CDC3C(,student
eric.kramer@myscu.edu,"zIN%,zlI<3G9",student
michele.robinson@myscu.edu,Nb6QGCh;aq+C,student
david.jones@myscu.edu,"y1!}j~U|?7,}",student
william.farley@myscu.edu,",mJ*`1W""-w7:",student
adrian.jackson@myscu.edu,fARn<g%Uu<0/,student
laura.garcia@myscu.edu,E]B<yM]gVZ*>,student
martha.fox@myscu.edu,e.!5YNF=3{-P,student
anne.mendoza@myscu.edu,"ilV9""GBrW-H]",student
stephen.lowe@myscu.edu,"z:,>`Gph4Z+\",student
andrew.bennett@myscu.edu,"&W,twYc5Y,Jj",student
christopher.thomas@myscu.edu,T%ich}dY!X6h,student
scott.morrison@myscu.edu,N8Ga%H6uNvqm,student
dustin.knox@myscu.edu,yaG6PnY'$4!K,student
benjamin.brooks@myscu.edu,"}GgJ$As=pm""c",student
stephen.gilmore@myscu.edu,b;qQQwGkSCtu,student
peter.ochoa@myscu.edu,]q3g+*Tm5:j~,student
james.nicholson@myscu.edu,Y^H>5AY|v=|7,student
amy.gates@myscu.edu,"*jZO\Z8\w,&N",student
cynthia.kennedy@myscu.edu,"q""*7`XUy""+0=",student
john.lopez@myscu.edu,dF$~poSl;P({,student
holly.williams@myscu.edu,#_m7R@[\Ijn3,student
lucas.love@myscu.edu,)#R#Sbvt_(_2,student
brian.thomas@myscu.edu,eu[AWyfSzS'e,student
mark.wright@myscu.edu,{2V(4i%u\U5+,student
jennifer.wagner@myscu.edu,Hl.NZH#tqOR{,student
joe.hall@myscu.edu,Q?zMJH!>+D\A,student
anthony.howard@myscu.edu,"PdYnR""-,l?0G",student
mary.wright@myscu.edu,6P^/2Wm]6>/b,student
sherry.martin@myscu.edu,e.A#q1?4]hhb,student
molly.dodson@myscu.edu,;WjXJs9/O\uI,student
brenda.ewing@myscu.edu,hr*<k$]7rNB&,student
rebecca.daniels@myscu.edu,yM~y0%SkW]SD,student
dana.mendoza@myscu.edu,nek=KsH?XYGY,student
ruben.combs@myscu.edu,"Q}eKV`[9'+""]",student
richard.martinez@myscu.edu,[OcdE^6Jm5a<,student
john.bennett@myscu.edu,/;/BGCj#<U7p,student
james.ortega@myscu.edu,"KtL541,+-{LH",student
angela.randolph@myscu.edu,r@9DJsV%uZ:w,student
david.ray@myscu.edu,"g;<""cEM1KV}w",student
crystal.blake@myscu.edu,ATCA!nc5g::S,student
angela.barrett@myscu.edu,ft|=<vhkCKM),student
glenn.hamilton@myscu.edu,3F&Vj@GNyYzK,student
katie.steele@myscu.edu,"9-""!Td(KJ9/X",student
robyn.doyle@myscu.edu,&U~T4!e'@G08,student
anne.herman@myscu.edu,"~CUTvq}={;""~",student
crystal.burton@myscu.edu,T9j@4u4vj'mh,student
kenneth.paul@myscu.edu,xjl&-f>Vhn#p,student
brenda.torres@myscu.edu,O/vY~|<+*S/n,student
peter.ramirez@myscu.edu,xdt+jsh(>gFz,student
robert.mooney@myscu.edu,Iq#jOq\&IxfX,student
lauren.andrews@myscu.edu,un.c'X*`WX%=,student
tyler.lyons@myscu.edu,ZUlKW%]0<opc,student
sarah.gutierrez@myscu.edu,BVG-|<xz16<[,student
michael.luna@myscu.edu,"58}mj""ifCv\W",student
walter.miller@myscu.edu,2:o}LBn$;hK!,student
bruce.wagner@myscu.edu,@&A(cwA9w09Z,student
matthew.ballard@myscu.edu,_M$D~fG.OFW`,student
david.lee@myscu.edu,"\\9%1S^hU,{m",student
crystal.adams@myscu.edu,"=$T]'+=T0""cS",student
haley.walters@myscu.edu,/>*sX%9AfKaw,student
melody.orozco@myscu.edu,OrkzsXgWZ_K\,student
theresa.shelton@myscu.edu,"Lh;eC""e{gVve",student
ryan.herring@myscu.edu,)._pY${'9PeM,student
john.hinton@myscu.edu,-v#X&R8lR>Sg,student
candace.kelly@myscu.edu,"|pdu5KRM,lF8",student
alexa.williams@myscu.edu,Xs*lJt?5-gT\,student
joseph.johnson@myscu.edu,"^ah#,:$t51lW",student
kyle.hernandez@myscu.edu,?);;i!wf:i^A,student
megan.abbott@myscu.edu,"""Dd-rVG*k?\5",student
jennifer.buchanan@myscu.edu,=[;7e\Qaj1Sv,student
shannon.rodgers@myscu.edu,wI2#IECD7J;P,student
jason.owens@myscu.edu,9RBK-EQ1e;k},student
robert.thomas@myscu.edu,8<KNC{J7QN#n,student
andrew.calhoun@myscu.edu,0i&].Y'*~$^g,student
hailey.jackson@myscu.edu,ZvynCNx0:PF>,student
beth.ramirez@myscu.edu,e3#X.MFL[fc4,student
danielle.patton@myscu.edu,cT+\Y#G-S.2d,student
kevin.combs@myscu.edu,=YNy{a66G8b~,student
kayla.lane@myscu.edu,qer1?%@3Vsxz,student
catherine.mcbride@myscu.edu,a'[`.CvLX_6&,student
timothy.larson@myscu.edu,'VD-}bX9(Grx,student
christine.snyder@myscu.edu,2%g0$H4Kr8I$,student
ronald.walton@myscu.edu,re'|@sYR9@u\,student
angel.bishop@myscu.edu,"Gj]mCZ""zMk<[",student
jessica.palmer@myscu.edu,LVf^Qs-3xK;~,student
joel.thomas@myscu.edu,8nJnJ#mn^wwq,student
linda.villanueva@myscu.edu,<\WCa]teF0k6,student
james.ray@myscu.edu,=m+}jmnXdkW+,student
sabrina.armstrong@myscu.edu,VdvvTJ/qicdi,student
laura.fisher@myscu.edu,ySW.u~~':+S#,student
bradley.navarro@myscu.edu,"ur<K7kt,|&'x",student
robert.bowers@myscu.edu,Z%Q9}lWCxjiO,student
michelle.aguilar@myscu.edu,A8JR1Aw&Eg!@,student
nancy.jones@myscu.edu,cQLy[^chx2/#,student
william.burke@myscu.edu,".(Ef""ozj~qrg",student
tyler.robinson@myscu.edu,qjpE>F;.`\ja,student
anthony.meyer@myscu.edu,ZKC@qMX<~d;n,student
brian.edwards@myscu.edu,{.wJQdmedgZ%,student
stacy.nelson@myscu.edu,|o-SV!?blT>-,student
vanessa.pace@myscu.edu,I*aR2CpNH<5A,student
brett.morrison@myscu.edu,"80G5^9i}Oai,",student
david.herring@myscu.edu,G%^}LX#.`$Qt,student
tyrone.nichols@myscu.edu,"~E3wH]\U,+o@",student
tyrone.parks@myscu.edu,/#=[lbsnn_Ph,student
ryan.smith@myscu.edu,;6s{RIbK:oDw,student
casey.king@myscu.edu,{=54{gRO^@qF,student
yvonne.perez@myscu.edu,`GXhO*>H|\:;,student
martin.cox@myscu.edu,"ajKA""mFUOp`u",student
steven.nguyen@myscu.edu,{RY7EM7C7=mq,student
chelsea.taylor@myscu.edu,"Q""CIrn[`vr.8",student
kaitlyn.carrillo@myscu.edu,N{g%v4\\[n}z,student
allen.deleon@myscu.edu,P#P'qg/<'a`M,student
wayne.kennedy@myscu.edu,!\`ILAadUr>E,student
anna.clarke@myscu.edu,T!M-f6/U~amh,student
anna.jarvis@myscu.edu,ojTt]9gQ1!UN,student
ashley.smith@myscu.edu,bn(az/lRqwQV,student
john.bryant@myscu.edu,ZR)2u%\0#5@(,student
taylor.smith@myscu.edu,"|HQJs\e,:Bkc",student
brenda.wong@myscu.edu,^gw@T@QX1nwn,student
patricia.mays@myscu.edu,"_}xCroW5V0,.",student
kimberly.ryan@myscu.edu,92N1lXes;PG^,student
kenneth.hensley@myscu.edu,58x+F'<{Q+'|,student
bruce.dominguez@myscu.edu,2-euz~BCa'1&,student
savannah.cunningham@myscu.edu,KAC&S`KFnJKN,student
stacey.howard@myscu.edu,Wj2]#%ve`]Sz,student
barbara.sanchez@myscu.edu,nhni8D@\W!L1,student
david.branch@myscu.edu,"W,6R,8<tGt]u",student
christopher.gould@myscu.edu,>U6})<~'anFi,student
johnny.bennett@myscu.edu,kEFQl8=n.?~.,student
monica.giles@myscu.edu,ODoK_i<?_z$`,student
john.walker@myscu.edu,LD-.T%&Qmu80,student
michael.thompson@myscu.edu,"eo76=vr)6,C$",student
frank.watson@myscu.edu,"P>sm0rZ'=0,m",student
henry.gutierrez@myscu.edu,Br'I`3=bW1g7,student
michael.mccoy@myscu.edu,"qk>?%k(yh1"">",student
judith.davis@myscu.edu,7\tW61D5b'|u,student
donald.yang@myscu.edu,h6lZEV0dV3sS,student
lori.harris@myscu.edu,-*;ogyhUelTO,student
bill.parker@myscu.edu,cwqnM;#7'guK,student
george.kerr@myscu.edu,KtXy>2K~Qa0V,student
timothy.thomas@myscu.edu,"P{,,7lP=)u""o",student
susan.evans@myscu.edu,"FnQ/3Ty//,7F",student
paul.obrien@myscu.edu,Pz*qR<.]:6De,student
tony.griffith@myscu.edu,o[BQ9(<I+?!C,student
jason.smith@myscu.edu,"=""7El'Rw5]y)",student
michelle.fleming@myscu.edu,"5KzfO',,oW4'",student
julie.gardner@myscu.edu,Fxg|bAQ>wbD1,student
michael.bass@myscu.edu,fw`@8OFyqHdt,student
kimberly.monroe@myscu.edu,4TzXa?P@`y\Q,student
katelyn.burke@myscu.edu,HXGqdG>a]ktf,student
stephanie.pham@myscu.edu,"PtxXAOg05""WB",student
mitchell.cunningham@myscu.edu,"Z""JT.H$$pk1h",student
pamela.ruiz@myscu.edu,7&vi#j|UWJaE,student
hannah.reyes@myscu.edu,GtsBx2qWQEl9,student
jason.christian@myscu.edu,}S~_emKKYwjE,student
antonio.smith@myscu.edu,N-YWf%0J?_>[,student
lynn.buchanan@myscu.edu,B7exL|a.4Nki,student
monica.walker@myscu.edu,P\lnwJa-q-Sa,student
travis.cole@myscu.edu,<qnDB<W8HOVu,student
erica.wilson@myscu.edu,&*^Kp#eEHzg0,student
dawn.wise@myscu.edu,[).D)Je1<_tR,student
katelyn.brown@myscu.edu,9$mxd9iJ2157,student
brian.williams@myscu.edu,H}$O*G$_Nv.>,student
emily.snow@myscu.edu,"DJ%P@`,#br)V",student
mary.friedman@myscu.edu,"-j,MYh:S+eq8",student
christopher.cole@myscu.edu,KiJ[+o[xj\Zo,student
ryan.gonzalez@myscu.edu,"hAhf;$[%""&`v",student
cheryl.martin@myscu.edu,:QU+8BG+=0;T,student
kristy.mitchell@myscu.edu,",>=xzfT?=x<b",student
laura.knight@myscu.edu,"ZF""WQ;LOzr(I",student
william.davis@myscu.edu,mG:|q!IcA0.a,student
patty.smith@myscu.edu,ljb[x=L:1Cd*,student
frances.miller@myscu.edu,"}|l',-URd'8l",student
vanessa.dunn@myscu.edu,"Y4Lz}t\K,]&S",student
adam.dillon@myscu.edu,vBg(Cf=0;5rt,student
maria.benson@myscu.edu,Mn`Ory&w)Mks,student
alexander.martinez@myscu.edu,"{iQ_A`spc""2L",student
mason.lambert@myscu.edu,"M;[6)c^U,(L*",student
nathan.miller@myscu.edu,:\Xh@S?>Lfy!,student
john.mcdonald@myscu.edu,)\/eg;fr2J<c,student
eric.cordova@myscu.edu,8|G66vK<I3\T,student
alec.collins@myscu.edu,7S'6Bb:W%'pU,student
john.dixon@myscu.edu,\:$x&f/pGltp,student
jessica.wilson@myscu.edu,)h*nz8goPh-v,student
brian.morgan@myscu.edu,"]h""P;spAyyiL",student
sarah.thomas@myscu.edu,h(!W?.j`K|J7,student
jeffrey.chang@myscu.edu,"dY{&BUs""oSZK",student
mary.greene@myscu.edu,;Y8}Rl&5YoN',student
joseph.cole@myscu.edu,^!|ZiE)X-;qw,student
jessica.burke@myscu.edu,>eQ.=iSWI8-l,student
william.harrell@myscu.edu,$<ufd-tcrnjX,student
tracy.floyd@myscu.edu,"{=iGQ`z""7{oA",student
robert.shaw@myscu.edu,:>ra$kOQou8g,student
donald.davis@myscu.edu,QkLnX0$6{8~4,student
tracey.hall@myscu.edu,"K4,ulPGapp=8",student
christy.spence@myscu.edu,{jL9xO(=?34b,student
jacqueline.chandler@myscu.edu,r-WP2a'b-+3a,student
craig.fernandez@myscu.edu,q>!d5Y|;:dT=,student
jacqueline.dunlap@myscu.edu,Nma#!_@{p6%q,student
benjamin.sparks@myscu.edu,t)U=c;oFPS6-,student
sean.lee@myscu.edu,{;_08;~fk}8u,student
alfred.cameron@myscu.edu,:UM-U>W=!hRj,student
jacob.roberts@myscu.edu,]ETjc7L9~Q-Y,student
cameron.diaz@myscu.edu,&N$[<!V}z(c.,student
cameron.lozano@myscu.edu,x[<^~M_sb6a},student
catherine.kirby@myscu.edu,"bt@/@?}""E*~%",student
stephen.brown@myscu.edu,"TKsxs_EN,SpM",student
jacob.shepard@myscu.edu,4:s)Z|WgYBN.,student
james.turner@myscu.edu,"BN4,dg*s%W{J",student
erin.rodriguez@myscu.edu,uc8{l~XGQ`pF,student
ronald.valencia@myscu.edu,F(s+beutF[km,student
andrew.kelly@myscu.edu,"#-)p$uJ4""j_(",student
alan.little@myscu.edu,dK4i]b}C.B!a,student
christopher.williams@myscu.edu,RxN;\ud:S.|b,student
amanda.davis@myscu.edu,"Jaw`hsuNER1,",student
andrew.schwartz@myscu.edu,t>-zWk`hMQp;,student
kelly.love@myscu.edu,g<E8}Qq@lEK>,student
wanda.newman@myscu.edu,[N2?4jbMM%ZJ,student
alice.robinson@myscu.edu,>GY+heTO\UyB,student
jason.allen@myscu.edu,6SEG=QPr*\8o,student
daniel.harris@myscu.edu,^kh3nlu.L*CV,student
crystal.morgan@myscu.edu,\{6Li4G6~~<|,student
christopher.lozano@myscu.edu,;Uv(d[If+8tZ,student
timothy.le@myscu.edu,"`$5,/|*WE{W7",student
tracy.harris@myscu.edu,6W+G4\YPxr`P,student
daniel.rodriguez@myscu.edu,it1f)hTCp;x^,student
larry.barron@myscu.edu,|fUnNZF1UBG=,student
madison.bowers@myscu.edu,KY7R99+j!dJ+,student
brian.mcgee@myscu.edu,"hon-,Xltl$pa",student
christopher.greer@myscu.edu,|KI}WZG'Bcv^,student
christina.lopez@myscu.edu,+|lxk`rvS`?9,student
dale.west@myscu.edu,{I'No-E$-yz0,student
joseph.harris@myscu.edu,",LdWgS-m2j(m",student
megan.harris@myscu.edu,qb<QU+v1YmZ`,student
felicia.simpson@myscu.edu,"""1Ah*:?SA<sO",student
anthony.davis@myscu.edu,"Pri'}zP1$@C""",student
shawn.sanchez@myscu.edu,"""?KyLtZ%Ju!W",student
justin.brown@myscu.edu,-fG]VrBG'7JP,student
richard.gilmore@myscu.edu,<gqHi6L%*;<?,student
patricia.shaw@myscu.edu,"`""Awuws|S^?I",student
lisa.garza@myscu.edu,cP4QI-Qg.|Gf,student
paul.martin@myscu.edu,"bo^dMsAgY1,T",student
joshua.ware@myscu.edu,3<`V8B{$\5j=,student
adam.weiss@myscu.edu,]W+Zkn+Zhp@n,student
kaitlin.martinez@myscu.edu,jE|qvHm{#^S&,student
andrea.andrews@myscu.edu,"Y)(=:P""8EmPs",student
whitney.wood@myscu.edu,"83t""3SV:g\H/",student
bradley.brown@myscu.edu,<W-hFwG0|)`C,student
erin.torres@myscu.edu,sEK]Q8VCK=7g,student
kelly.lopez@myscu.edu,"IUq~Y*iG""J`N",student
steven.white@myscu.edu,k{DW~P+l|x2{,student
catherine.smith@myscu.edu,d@vk?Cyd>YQ5,student
heidi.valenzuela@myscu.edu,9[iG{j^m_~7e,student
alan.perry@myscu.edu,Mvz8?<9z8Ml7,student
jessica.wu@myscu.edu,"x,R%Ps,Lhy]D",student
kevin.marquez@myscu.edu,ZcIQz`TpiPc@,student
kimberly.huff@myscu.edu,7UJ\Sbe3Mxrg,student
brittany.jones@myscu.edu,'{l&)0cr@/@K,student
steven.lambert@myscu.edu,K8GV=D.\=`/(,student
becky.harrington@myscu.edu,67HwJ*QubK)z,student
crystal.buck@myscu.edu,Aogwdoy(K8#L,student
kathryn.underwood@myscu.edu,F{5G8hrps~\X,student
jeffery.bradford@myscu.edu,Q.\b`jL'nvCd,student
jacob.velasquez@myscu.edu,&pZ)5W&nd#MK,student
henry.proctor@myscu.edu,"u|uxdF\f,]eD",student
alejandro.watts@myscu.edu,e}fPGuBl%Mou,student
wendy.stephenson@myscu.edu,"okI$7&p""&BE@",student
victoria.vasquez@myscu.edu,:e=d-.i8Jff^,student
marc.johnson@myscu.edu,"`&a'$JVw<,jX",student
melissa.marshall@myscu.edu,q*A++.Q_l~Ot,student
daniel.deleon@myscu.edu,"%*:MXj0z"".<s",student
madeline.robinson@myscu.edu,"G+6Yn,35yNw<",student
benjamin.mitchell@myscu.edu,}zFyp(Vbufa*,student
ashley.smith@myscu.edu,_Q34Pq&~KKr.,student
michael.cox@myscu.edu,"MJ}8+(Z*0,7E",student
craig.schneider@myscu.edu,:4o;@&39y'n:,student
travis.santiago@myscu.edu,Fca?En?R&Sdc,student
steven.garcia@myscu.edu,"D@R@X4p,2pX#",student
kristen.mack@myscu.edu,s%OUpp?DtsYO,student
tony.matthews@myscu.edu,dh;38o3)*ZYm,student
matthew.smith@myscu.edu,(Y&v.TviCK8A,student
david.hanson@myscu.edu,"~>BSr@s6_D\,",student
michele.pena@myscu.edu,YK`e?GprG`Z(,student
zachary.thomas@myscu.edu,+-AIMNPMuxRG,student
joshua.cohen@myscu.edu,.(RM+8(3@M'Y,student
katherine.carlson@myscu.edu,0Rm)(F+{JTr[,student
mary.frederick@myscu.edu,L\l:Nu]82|5X,student
angie.nielsen@myscu.edu,"k""ruPVt[m*o@",student
eric.robinson@myscu.edu,"'F?dNg,K'yAB",student
samantha.thompson@myscu.edu,KQ{v%u-/<%t4,student
michelle.thompson@myscu.edu,:z6Jhqn#R?Az,student
tyler.fernandez@myscu.edu,-T6||2Hu#oB7,student
casey.brown@myscu.edu,k11UkQLyjrUh,student
bobby.chapman@myscu.edu,w^:@13i[qoTR,student
haley.erickson@myscu.edu,)){[I2d7#0r3,student
joseph.davis@myscu.edu,<U9KiEgF@Hbw,student
timothy.simpson@myscu.edu,"tT#[,SZu:(ic",student
samantha.davis@myscu.edu,uRE<Rt\tD6pM,student
mark.perkins@myscu.edu,u^ipVuZj64zN,student
wendy.fowler@myscu.edu,j%EN^FyVyLX?,student
sylvia.phillips@myscu.edu,!e%*Hr@]Z6QL,student
robert.smith@myscu.edu,"faSK,VxYMc;C",student
ethan.sanders@myscu.edu,+pg-L!nI.hdi,student
michael.conrad@myscu.edu,^X}OX#U4KvAq,student
courtney.barry@myscu.edu,9B\:ZN!cO#'b,student
jerry.jacobson@myscu.edu,k)N+le>4}>lF,student
sarah.ayers@myscu.edu,"_@$+4i,B[j=T",student
zachary.hinton@myscu.edu,9OtkAmvgqd07,student
lawrence.sparks@myscu.edu,"KVI8OZyrQ""K1",student
adam.snyder@myscu.edu,"AaB2e""vft.}V",student
christopher.ramirez@myscu.edu,`7;BAcLq6B3&,student
bobby.carr@myscu.edu,bQZ/_N*Mk^Q8,student
jeremy.turner@myscu.edu,%|5eyQ8HcXUt,student
isaac.mclaughlin@myscu.edu,s+H78j.F+B]T,student
jerry.goodwin@myscu.edu,]*$_NZNrl%C3,student
misty.peterson@myscu.edu,9-Gbm%RRNk?',student
ann.hurst@myscu.edu,/QaJ+6bKW=n:,student
ronald.warren@myscu.edu,"`6-.,RL^B{nD",student
chad.mcgrath@myscu.edu,eT1IEs'0Qm'a,student
tiffany.obrien@myscu.edu,HrhzBPCc/'{J,student
michelle.gray@myscu.edu,/SJ2O42^GHic,student
maria.luna@myscu.edu,hg02JNrSl?o7,student
kevin.smith@myscu.edu,zCtwJxtrI^bb,student
randy.griffin@myscu.edu,"i.wZ>B,:L(-?",student
john.hall@myscu.edu,TfQjtwz@0-!o,student
robert.miller@myscu.edu,W!f<+DBcf9Tk,student
james.guzman@myscu.edu,"CX0,DW]^mgML",student
elizabeth.farmer@myscu.edu,3CX/NxfAzk)^,student
michael.munoz@myscu.edu,nf3#'lt2@&?~,student
steven.nelson@myscu.edu,G<fi\I-_n+ot,student
john.smith@myscu.edu,&hb&c5-2@DIf,student
brandon.mcguire@myscu.edu,"""5UEa9`Yd{,?",student
jesse.jordan@myscu.edu,``qS.yrxK{1O,student
sherri.white@myscu.edu,!Uv]iM~NkD:m,student
samantha.rodriguez@myscu.edu,w5KMdd;Q@k&K,student
melanie.gray@myscu.edu,">q~v>[83NI*""",student
david.frazier@myscu.edu,gos)&0?;q%gF,student
molly.smith@myscu.edu,"JLj_Yp""#RK+7",student
brad.wright@myscu.edu,TnJcn6q6Mchd,student
patricia.schmitt@myscu.edu,b(x3$y7}/<_4,student
natalie.meyer@myscu.edu,b<]wL]]lB>E(,student
daniel.martinez@myscu.edu,pA5Vp^|e{tqu,student
melanie.fox@myscu.edu,CYqDfPj*}?^;,student
donald.ortega@myscu.edu,?Ml-l4B)9!:),student
kenneth.baker@myscu.edu,JRCl)_<.\;hO,student
teresa.norris@myscu.edu,_KMCFd>PXfa+,student
kathryn.simpson@myscu.edu,HchkEO8[NJd4,student
katherine.williams@myscu.edu,WZE@r:_<A+>F,student
lee.kelly@myscu.edu,{h9%!PS@FS0<,student
shirley.silva@myscu.edu,U[ARjY&IgvL},student
lisa.keller@myscu.edu,b[rP20nO#pIL,student
tammy.kirk@myscu.edu,V`CL1Wk*^zhz,student
barry.hart@myscu.edu,"VZ&B=bi,fwUI",student
mary.myers@myscu.edu,c[[hOs|$IEr8,student
anna.martinez@myscu.edu,}zD>52f/CROU,student
samantha.wiley@myscu.edu,f05e?)GIyyAI,student
vickie.kane@myscu.edu,"76R""laDTX9?P",student
casey.santiago@myscu.edu,tV>L.JzgwHi],student
daniel.wang@myscu.edu,UZh#PE&lhs_u,student
emily.carpenter@myscu.edu,"4NbY""g>]0(?C",student
richard.ewing@myscu.edu,2Qg500j_!B%$,student
matthew.wood@myscu.edu,[b2!7L6;Mled,student
john.taylor@myscu.edu,7dlla9O'Y#Iw,student
christopher.miller@myscu.edu,:#h_D#?k_ZR/,student
stacey.anderson@myscu.edu,;;mVuX56L-P6,student
jessica.petersen@myscu.edu,xl.2?7Ql+RZ~,student
michael.stokes@myscu.edu,L:~;9uKZqHq|,student
victoria.bullock@myscu.edu,-6&2sF\2sh|?,student
kevin.church@myscu.edu,fbuw#ZB-Y%>M,student
cindy.singh@myscu.edu,rSt~SR5U[TiF,student
beverly.terrell@myscu.edu,Gy{H/S4p[p`],student
tina.smith@myscu.edu,Pn;&|x-_(O2b,student
scott.graham@myscu.edu,7c$M+48\?N<h,student
cynthia.rowland@myscu.edu,B@y@x_zp*{og,student
mark.moore@myscu.edu,_OOiN]3^dW=<,student
kayla.johnson@myscu.edu,/s`[j[7K\:0>,student
richard.logan@myscu.edu,Dw#WtFbBM2'Q,student
jeffrey.cisneros@myscu.edu,GNF#CDn5`ge9,student
christy.case@myscu.edu,kMf/I_l:YeEL,student
adam.hodge@myscu.edu,aUp{:Gr6\*}o,student
tiffany.thomas@myscu.edu,<Cb'GKO970S1,student
shawn.preston@myscu.edu,oB0Gi7d`[l]U,student
nicholas.jackson@myscu.edu,[aA#.wHrye#=,student
kyle.quinn@myscu.edu,r0hH/cV]AbeZ,student
jason.rodriguez@myscu.edu,4}kW#(d'P\H<,student
joel.morris@myscu.edu,"jX9P>@a3U},C",student
megan.mccarty@myscu.edu,"Q6eoKxEI,xk]",student
matthew.phillips@myscu.edu,?%^{s(//\;$t,student
david.franklin@myscu.edu,+8jPW-3s?;;A,student
adam.burns@myscu.edu,uygAp;L)T~tO,student
amy.carpenter@myscu.edu,"S$lskJ@-]`=""",student
bradley.johnson@myscu.edu,/r`H'BB_oWj-,student
michael.holloway@myscu.edu,5o|~<:bp&Za#,student
marissa.schwartz@myscu.edu,"MUbpH&""!6V{K",student
robert.collins@myscu.edu,qdOp9#Kvv2m8,student
megan.goodman@myscu.edu,"R}zi[DZf,r/4",student
matthew.mcdonald@myscu.edu,TeKymp^rm%8*,student
kevin.avila@myscu.edu,~EZvC0BlD;Bf,student
ashley.martin@myscu.edu,&:p10YRj^6*B,student
douglas.lyons@myscu.edu,"*4lnR6w=]K""C",student
heather.stephens@myscu.edu,"""*,rYO98YbED",student
lisa.gonzalez@myscu.edu,"=,>T:ie&{TzO",student
robert.johnson@myscu.edu,OTWoWQM<o}PF,student
jeffrey.burgess@myscu.edu,L/!UYDf's-i2,student
geoffrey.curry@myscu.edu,0:sg[MZcN)MM,student
catherine.colon@myscu.edu,'-4~=`\QQAlo,student
donald.pennington@myscu.edu,"~42Z|.@^T,TV",student
sean.warner@myscu.edu,7|#TqH+cdawN,student
jeffrey.hernandez@myscu.edu,~>a9`$!\H7$t,student
margaret.farrell@myscu.edu,@m!^tt'*d>kc,student
sarah.brewer@myscu.edu,}hjc$kA.2iT&,student
brian.lopez@myscu.edu,";3lx7yW\DZ""I",student
michelle.lopez@myscu.edu,",&cP#;wxolk4",student
joshua.weaver@myscu.edu,;uJK.LMF|*UG,student
lauren.hawkins@myscu.edu,".];|g4,7eh.Q",student
