User_id,Password,Role
makayla.olson@myscu.edu,Sq!e8AOF.*e(,student
lindsay.francis@myscu.edu,"]q,Tk[&3Es""E",student
matthew.wilson@myscu.edu,",Ej(>JuST@n^",student
sydney.taylor@myscu.edu,QKm&7|tl$fm=,student
tammy.dalton@myscu.edu,RqG@4-75p|=i,student
jennifer.whitney@myscu.edu,=T~3;A'(xE2@,student
tammy.ballard@myscu.edu,3o1a}dS+dXT.,student
michael.gibbs@myscu.edu,:Qw0b'`mB8iT,student
alexander.herrera@myscu.edu,C%=)cQ+?M-IR,student
shawn.chambers@myscu.edu,7=g@FdOz_Y--,student
emily.richards@myscu.edu,"h?(f_""@kI6Iq",student
lynn.bentley@myscu.edu,0g%t}wkS_2{t,student
daniel.hall@myscu.edu,")vHz""AfGTXl%",student
angel.henson@myscu.edu,"""YB6._/_g@Rh",student
anna.herman@myscu.edu,[B`kz$U?W6B|,student
jeffrey.brown@myscu.edu,YmGP8Bf>v`8M,student
madison.blankenship@myscu.edu,G8E3$<PCm-qy,student
kevin.ortiz@myscu.edu,T|+eHQp]%A|;,student
donald.shah@myscu.edu,$!owdDlyr0dD,student
kevin.vasquez@myscu.edu,GJYpC]MUnREa,student
colton.clay@myscu.edu,(|F%SB_}1n1\,student
derek.chavez@myscu.edu,P#'[nZCL<Pif,student
ellen.paul@myscu.edu,"82u^AcYP""iWs",student
sonya.barnes@myscu.edu,D4_\Hn=IJAH|,student
julia.moore@myscu.edu,?i'P~.B.|N[n,student
robert.garcia@myscu.edu,3itS>}g{*iM\,student
tracy.russell@myscu.edu,M0%)mrJ0d:;C,student
stephanie.johnson@myscu.edu,0Rcay`;S9@NU,student
mitchell.ramos@myscu.edu,#xlA~g)21>7S,student
stephanie.foley@myscu.edu,$lW2<pfE?mpz,student
cory.jennings@myscu.edu,N\HBX_W+ri)Z,student
amy.levine@myscu.edu,?:#C##j2:bWJ,student
michael.sanders@myscu.edu,TF\jour[5;XY,student
james.martinez@myscu.edu,Z*kRh/]TDI/@,student
melanie.gibson@myscu.edu,4*G%c/u=nvlm,student
elizabeth.may@myscu.edu,"h#,h+*dk-Wfl",student
carla.smith@myscu.edu,"xg!),]t[rHi<",student
kristin.sanchez@myscu.edu,_`GpV'w1j2bu,student
david.cunningham@myscu.edu,sA[Y|juV%I3P,student
casey.hubbard@myscu.edu,{qHJuvk}lkm*,student
jamie.robinson@myscu.edu,%0dEkA4D|P0B,student
molly.murphy@myscu.edu,"=rg<S""q~UjP9",student
dylan.lester@myscu.edu,hnL3j]|g|F3~,student
aaron.garrison@myscu.edu,l;'A&2z-8LS4,student
duane.anderson@myscu.edu,MTA+kxU7mjeg,student
john.thompson@myscu.edu,"""|J""o6jh)+-s",student
donna.johnson@myscu.edu,!UyG=Z`cO]KD,student
alexis.tyler@myscu.edu,JRd0=C%Um&Tk,student
john.morris@myscu.edu,"""!#1S=VKU|5H",student
grant.williams@myscu.edu,|Ece;G(c@GjG,student
judy.fox@myscu.edu,HH!x83\gCFbE,student
julie.alvarez@myscu.edu,R>1[z$3}JK1.,student
kimberly.palmer@myscu.edu,"j""FV*F5IOU<,",student
daniel.gordon@myscu.edu,;YBe~Lv(i<iF,student
sonia.williams@myscu.edu,g.St-9C.OYsL,student
krista.camacho@myscu.edu,6Q*qb%>2u{(R,student
adrienne.ellis@myscu.edu,_Y5+O16XIno#,student
tamara.brown@myscu.edu,COD;gtM:8y4M,student
timothy.morales@myscu.edu,ksx:R0O8domy,student
gina.henry@myscu.edu,.9q={Tb=h4>[,student
renee.jones@myscu.edu,MI9i_'nk(^X:,student
christopher.franklin@myscu.edu,`^x@wl.E2K)w,student
cameron.hill@myscu.edu,Nnq|Px3UJ`DN,student
cynthia.kelley@myscu.edu,#{?_I&:b{4<!,student
mark.vang@myscu.edu,_#-wZD{I/l>=,student
alyssa.chavez@myscu.edu,K\K|yi:wt@]7,student
catherine.garcia@myscu.edu,?+Md>:_SM<&?,student
jacqueline.farrell@myscu.edu,::$VH4/(Qce8,student
debra.mack@myscu.edu,7-mL7DhoW|;*,student
jennifer.lewis@myscu.edu,<#-ES(y#:.sM,student
shannon.perez@myscu.edu,r?_@v`]86\|s,student
matthew.chavez@myscu.edu,$pLOyiI`l&O],student
robert.davis@myscu.edu,"Q""l&r>,BUm=4",student
ronald.ortega@myscu.edu,"~A""NMnBy6\I#",student
nicholas.hernandez@myscu.edu,RamE$#&%(yif,student
sandra.jones@myscu.edu,Fw\~_{4)ex6C,student
marie.davis@myscu.edu,LI{02yV^?mDX,student
colin.rodgers@myscu.edu,nkem>;)^A?5*,student
lisa.hawkins@myscu.edu,yD@D~*o=9.fn,student
brenda.hoffman@myscu.edu,vdy%P~^dH%TU,student
mark.martinez@myscu.edu,<>li>qpVz@32,student
michael.ortega@myscu.edu,"|X1Nh+""@c#""L",student
karen.parrish@myscu.edu,3`;oh;9Q`3a|,student
jennifer.schmitt@myscu.edu,9`E'(`1te8Ef,student
caroline.bell@myscu.edu,"g`JLq{>i=p,A",student
becky.lewis@myscu.edu,)9lUO.D#m!;W,student
diane.walker@myscu.edu,U@S0N*/5OOdG,student
daniel.bruce@myscu.edu,Rv#oU7XBP\Sn,student
michael.farmer@myscu.edu,m[<XBehekNi!,student
audrey.aguirre@myscu.edu,1xxhVk!qrKh?,student
megan.villegas@myscu.edu,"B3Q""6y{>rr)4",student
loretta.austin@myscu.edu,>jYakqS$>{4T,student
dawn.johnson@myscu.edu,"6|H""#LClbkb|",student
sarah.gallegos@myscu.edu,=t89O6-rCRSc,student
joseph.white@myscu.edu,po%{S=3s1;ea,student
jacqueline.parker@myscu.edu,7&}<(40BTT35,student
matthew.smith@myscu.edu,"""/T&XNDf@NSU",student
molly.knight@myscu.edu,_G$bBsGvu\F4,student
richard.thomas@myscu.edu,"<9mB%{;""(-.<",student
cynthia.johnson@myscu.edu,6A)!ms4jN~Ct,student
julie.lewis@myscu.edu,eb?Ho:[dfO6l,student
robert.peterson@myscu.edu,vyFHe?zo#W!%,student
mitchell.griffith@myscu.edu,"^PQ<kj5,`:dj",student
kimberly.bradley@myscu.edu,7>\oBPV'j8Fm,student
christopher.williams@myscu.edu,<PN+x/GViJ)H,student
eric.williamson@myscu.edu,!o)Nv.MMR=-I,student
emily.nelson@myscu.edu,cna._hD}pf*!,student
ebony.tucker@myscu.edu,8[f7&!WBL#0C,student
scott.nelson@myscu.edu,(\aAX]$PtZ-9,student
kari.wilson@myscu.edu,"$@,MsCdF'(l~",student
russell.campbell@myscu.edu,AiZX*pc-3w+',student
erika.tucker@myscu.edu,}kfJ6He9lC(Q,student
elizabeth.williams@myscu.edu,"}.}1[7Y3GA,&",student
randall.greene@myscu.edu,"""&WxE2:Hj%:h",student
adrian.turner@myscu.edu,f@SPIX3WLyUN,student
jason.taylor@myscu.edu,P^U|:nl%m%>l,student
jonathan.murphy@myscu.edu,tS)_I`4Ml1do,student
adrian.burgess@myscu.edu,I~CT-n3e[@u/,student
gregory.james@myscu.edu,"TlG>N11[,S&4",student
jane.mason@myscu.edu,*VRQQ>E.!MvL,student
martha.drake@myscu.edu,Y{@(8>%1-%0l,student
charles.hensley@myscu.edu,0s62e1rS[l_q,student
bobby.smith@myscu.edu,"b,x%@P.5Le>c",student
samantha.atkins@myscu.edu,PN=DykjpnyiC,student
barbara.berry@myscu.edu,Mp5EcfKEMEJ:,student
jenna.butler@myscu.edu,lt)3U)KkfRMT,student
darius.smith@myscu.edu,"Mv@z{""x0,CMh",student
mark.solis@myscu.edu,"7t{J},YN\QaR",student
christine.collier@myscu.edu,:B|a^T4;JH73,student
samantha.davis@myscu.edu,Ve(0CLln0AO5,student
megan.sanchez@myscu.edu,`D#Gy)Qx}GR4,student
brianna.warren@myscu.edu,"b$8aS[""M[%*Y",student
randy.collins@myscu.edu,"-9hc;""""H/:Hq",student
matthew.cook@myscu.edu,+$aR_PubA]Hi,student
gary.dixon@myscu.edu,5C&wUIA\%ts:,student
daniel.hicks@myscu.edu,L>1UZ!1#1gmg,student
rebecca.bailey@myscu.edu,"y1vX,s""~$Yx0",student
jessica.fuentes@myscu.edu,"Q_8_e_O~z""RH",student
lisa.young@myscu.edu,*@vANQash1c(,student
dwayne.gonzalez@myscu.edu,|NgxpD6jT.36,student
carrie.wolf@myscu.edu,FxkwGfF-_+6*,student
diana.thompson@myscu.edu,62ifdD<gl]PC,student
kendra.snyder@myscu.edu,"6g""0BJj)v4!a",student
karen.wolf@myscu.edu,"K-?6F_,QEsj3",student
shane.glass@myscu.edu,g-s17yN'Pw-f,student
anne.reid@myscu.edu,DO{)D@+nDGIa,student
claudia.lin@myscu.edu,"3""fV;=Nss\,G",student
courtney.hernandez@myscu.edu,!$}4F2{5NpQ-,student
carlos.ramos@myscu.edu,duauv6w(`F(t,student
kevin.hill@myscu.edu,r~IgckBs3*ec,student
brian.romero@myscu.edu,"sq@&F0qc<\b""",student
lance.hayes@myscu.edu,J-k^Cw/!_|~?,student
brian.decker@myscu.edu,?gn]-sJJ4|we,student
chase.lin@myscu.edu,5rY-Ef-?=|@t,student
melissa.gilbert@myscu.edu,hS!gV)8VUREJ,student
william.ford@myscu.edu,$&UzL]2dut>L,student
angela.conner@myscu.edu,C@1^JZmhPH2R,student
paula.cole@myscu.edu,6ORM.DJqv8Hh,student
lisa.pearson@myscu.edu,"<W8,^jgdssEC",student
marc.alvarez@myscu.edu,/#z%~~)(\aC:,student
edward.brown@myscu.edu,",LM29SW*oLv)",student
dale.nolan@myscu.edu,"SW,*&R-Dr+$t",student
matthew.klein@myscu.edu,Q0J2m_a/;FN#,student
william.thompson@myscu.edu,"L,YEc,]o`F74",student
john.kim@myscu.edu,5>}tKYrk1Q[i,student
scott.mills@myscu.edu,jZd#Trg{Av9g,student
erik.watson@myscu.edu,fWq=MokYSg`>,student
justin.ortiz@myscu.edu,mtO%S4_3V#za,student
matthew.harper@myscu.edu,ngL.X\?R2(B?,student
kristina.holland@myscu.edu,Q$%B5/qx['R\,student
cameron.davis@myscu.edu,r1K_w>z7B]$&,student
erika.mitchell@myscu.edu,uU~Z~hj+EQxV,student
jennifer.douglas@myscu.edu,Rg$)J)=Lbk]E,student
rebecca.marks@myscu.edu,)TgZw`n:<qbj,student
mathew.aguilar@myscu.edu,"BYKh*""oHud""u",student
donald.bailey@myscu.edu,$;/8&[KCea++,student
tammy.hale@myscu.edu,^JwiN}Fs!u?-,student
philip.larson@myscu.edu,;ppNkE0rtY_l,student
sharon.collins@myscu.edu,uHqLDKRg/9Ig,student
nicholas.conner@myscu.edu,uC4}jY~<q{4},student
lisa.santiago@myscu.edu,"$""|$F7@D=TF5",student
maria.rodgers@myscu.edu,2J8v3}v5[D(*,student
gina.fox@myscu.edu,6fJBotd]4_(E,student
debbie.henderson@myscu.edu,A8*W|8Bc<FwY,student
michael.cox@myscu.edu,\!x#&5JEPa>g,student
henry.lewis@myscu.edu,s7nti3;^wh'D,student
stacey.tucker@myscu.edu,"&xqxAQ7z,h|L",student
jeremy.taylor@myscu.edu,pPV(*:-bJ=*],student
chris.richard@myscu.edu,3o'yRQJ4gmSo,student
craig.wise@myscu.edu,rbV'U^_|JU83,student
mary.stephenson@myscu.edu,Md]K1sPx\&VT,student
benjamin.rogers@myscu.edu,"#$9^(wd/7""$8",student
katie.anderson@myscu.edu,yQ#x4`<b+8]L,student
nicholas.martin@myscu.edu,3[WrN:xC{9JC,student
marie.wise@myscu.edu,"M?'i7,Gn)^LC",student
lisa.martin@myscu.edu,}/ag$X9'qJ%s,student
samuel.jenkins@myscu.edu,r`Q/rfr*y[M6,student
erica.young@myscu.edu,"6>pBJAG3S""jf",student
sean.mitchell@myscu.edu,)a2}jXa4}*^S,student
kaitlyn.cole@myscu.edu,FOI@~/_!JfHF,student
amanda.collins@myscu.edu,jQ$'@n4>A$/I,student
lindsey.harrison@myscu.edu,69SMr}{/bHe.,student
mary.richardson@myscu.edu,EP5L5hO^^}=\,student
stacey.joyce@myscu.edu,"(BsnW1=Vm-C""",student
steven.campbell@myscu.edu,Z?pPk!wt)!iO,student
patrick.rose@myscu.edu,&p^[+uyS[lmY,student
tammy.montoya@myscu.edu,'i$>^+48J&(J,student
laurie.taylor@myscu.edu,80=.vkii(_(k,student
john.davidson@myscu.edu,"I=`2afY<}EI""",student
morgan.spencer@myscu.edu,-W4uLYRn_;UQ,student
curtis.singleton@myscu.edu,4n!.%4D~l~%S,student
melissa.mitchell@myscu.edu,:U%J}F:t'/$e,student
kathryn.nelson@myscu.edu,">qTK}9<~ZF""~",student
rebecca.hernandez@myscu.edu,*KXA$s=Lm)2.,student
samuel.potts@myscu.edu,<%Rpm$Bnu)(a,student
jeffrey.hayes@myscu.edu,"'2""}n`O<^j|q",student
michael.johnson@myscu.edu,e}93|6LdwT#`,student
brian.shaw@myscu.edu,"9J$-9,>9z9Il",student
joe.vang@myscu.edu,hT!Vc11z)-rT,student
nicholas.johnson@myscu.edu,8O1jf\-r/b0Y,student
sarah.combs@myscu.edu,/TW2&-l){[q4,student
debra.moody@myscu.edu,q0.lmtp0=d}V,student
devin.mitchell@myscu.edu,"IZN_aC_W,9P2",student
maria.horton@myscu.edu,$X}HYtj:wrC;,student
dominic.thornton@myscu.edu,`4uHm6gxJ[Lh,student
shane.smith@myscu.edu,xN$Yg'~$sI9:,student
christian.scott@myscu.edu,4No~Oc4hlkZg,student
mary.dunn@myscu.edu,8IFz>vaJ|Jj^,student
jessica.rose@myscu.edu,q'C:UX$>Z5[q,student
daniel.roberts@myscu.edu,_KG({X3<SlaW,student
kevin.williams@myscu.edu,olJ(e'|%x5%r,student
robert.bauer@myscu.edu,}.VzO_?/C=`M,student
stephen.rodriguez@myscu.edu,Dih'_pf(0U?{,student
rebecca.carlson@myscu.edu,NV'TW~@$M5\),student
allen.robertson@myscu.edu,&%)w(`:?X55{,student
john.thomas@myscu.edu,"""?Xvh;W`NJJk",student
ruben.mendez@myscu.edu,\xY+lCBu(1uC,student
john.butler@myscu.edu,^8:dR6TH5EHa,student
elizabeth.miller@myscu.edu,@rHjUhWolTo9,student
theresa.jones@myscu.edu,vLCOr/kP;pHO,student
alicia.romero@myscu.edu,H>srdL([psT!,student
vanessa.spencer@myscu.edu,yNZ.&E*?V]<K,student
peter.harrison@myscu.edu,"kkboV+w""G|(O",student
cynthia.zavala@myscu.edu,BT*xoWx+>~x:,student
jon.smith@myscu.edu,s%/$Vr~37vmd,student
kristina.cooper@myscu.edu,~^O5ieMC7vFT,student
jessica.fuller@myscu.edu,V8CzAGNEede),student
kelsey.moss@myscu.edu,tS\jr`ICjbZ>,student
marvin.williams@myscu.edu,"F(H,XI9tK@m(",student
amy.li@myscu.edu,l3\9r%]hZG'~,student
gregory.maxwell@myscu.edu,s&esZx?=\|[Q,student
steven.dominguez@myscu.edu,&\gN^Vc4$me1,student
crystal.cain@myscu.edu,"-$(L#>|p)K,L",student
bryan.parsons@myscu.edu,zrpu$?-Q%XCu,student
stephen.carter@myscu.edu,%Zqewdn@^z-8,student
bradley.gonzalez@myscu.edu,x:YaG4Ih%Z&M,student
bobby.mahoney@myscu.edu,"5Ef/:u{q|Y},",student
zachary.hays@myscu.edu,",k)J9>7Z/uz2",student
amy.king@myscu.edu,.)ov'I[irr>r,student
karen.lee@myscu.edu,U'8bpqL5ggx\,student
michael.norman@myscu.edu,|jX'.4Jb:*8e,student
michelle.rivera@myscu.edu,xhn6b{{j(F%t,student
david.richardson@myscu.edu,T0PpFof$6l:j,student
pamela.paul@myscu.edu,BW;n\cOn9v?K,student
patricia.hughes@myscu.edu,@:kpkj`H5l]],student
terri.crawford@myscu.edu,"[4qX4""o!C/Gj",student
tyler.glass@myscu.edu,]!^/%ha^n9EK,student
april.owen@myscu.edu,"&,Sg2{Ai~rKE",student
jessica.miller@myscu.edu,N$M-F.9xNUYY,student
carrie.short@myscu.edu,:K2N2$)%wa~b,student
amy.morris@myscu.edu,0{]fG<>/Bn=|,student
christopher.guerrero@myscu.edu,\w:fm{%Jc{I$,student
kirk.morrison@myscu.edu,!g;>cIhh1/or,student
ronald.norris@myscu.edu,"()$CMF,$Ao?d",student
michael.williams@myscu.edu,")Vb;""?0:]V%N",student
molly.gomez@myscu.edu,o|X|lt6ur)0<,student
whitney.hill@myscu.edu,/SD8:p.8skh4,student
tina.gould@myscu.edu,<cAYg4*DZ8dz,student
charles.walsh@myscu.edu,|10-eD_aHALs,student
michael.owen@myscu.edu,)'|%jM(j.o3J,student
erin.cisneros@myscu.edu,3=BoR@i&@.9+,student
douglas.lawson@myscu.edu,"p{W'9^G,FH=O",student
kimberly.johnson@myscu.edu,@+Kt5ho7U.n>,student
carlos.osborne@myscu.edu,"Z|,iiD^pAIiq",student
michael.reyes@myscu.edu,+ySy?9nl1d=L,student
ashley.jacobs@myscu.edu,=]mI<`J#Vy?#,student
erika.rush@myscu.edu,68(x:a=BoLgK,student
nathan.hines@myscu.edu,RiR8[Ri']]+s,student
audrey.moreno@myscu.edu,ED~T%SAdoS8E,student
raymond.banks@myscu.edu,c4J_HOSf>`#z,student
john.wilson@myscu.edu,7hgMC%>X!y;i,student
jill.porter@myscu.edu,[G)pGNS#p$H$,student
paul.hoffman@myscu.edu,"Ka,4h!5E}_((",student
jose.green@myscu.edu,DoRn>k|MWaQ;,student
sean.davies@myscu.edu,lQ|ju}NZpJG`,student
justin.hendricks@myscu.edu,|2b/b[V>$8QM,student
travis.martinez@myscu.edu,HYX*kqOq3ZJ<,student
melissa.hayes@myscu.edu,#PA6]=~.j95M,student
rachel.wallace@myscu.edu,U)^jP2dBNuQJ,student
christopher.fleming@myscu.edu,sSl{\M:%(aJv,student
megan.flores@myscu.edu,A?y;-Mw[MboJ,student
michael.brown@myscu.edu,/:4F{~w|s8:.,student
amber.vance@myscu.edu,2m7|q[WPj.V7,student
melissa.joseph@myscu.edu,",<6yZ`tiP73c",student
sara.little@myscu.edu,%]hJ(mQ7Hw[B,student
laura.hicks@myscu.edu,"Yx,,+9z^682j",student
david.harris@myscu.edu,R4kA[iUH;KUc,student
dominic.tyler@myscu.edu,g{h#JD\/qaq1,student
anthony.spencer@myscu.edu,5c|~T5Zo(^sc,student
miguel.lara@myscu.edu,cWo>kuEu'_zT,student
andrea.salazar@myscu.edu,`GZB)UWLsq#@,student
christopher.parker@myscu.edu,AK2+D-`T?N)/,student
yvonne.higgins@myscu.edu,65O1J7gpdW3B,student
alicia.hammond@myscu.edu,:8{HcqE-Hg9I,student
madeline.jones@myscu.edu,",lDbER-[0K4X",student
teresa.day@myscu.edu,jA5@=h@N*DEs,student
shannon.frazier@myscu.edu,.U~NlqEJ2A8=,student
melvin.humphrey@myscu.edu,}\A<L[]d8gi.,student
kimberly.bowman@myscu.edu,&z)L0D5K$Q<{,student
hunter.burch@myscu.edu,lJ6ceajE#Opr,student
ryan.bartlett@myscu.edu,"[I[~^>y,k`hE",student
brian.martinez@myscu.edu,5/zqmRl>)@{M,student
eric.martin@myscu.edu,PlX2!|E'vyBh,student
marcus.fletcher@myscu.edu,0?9(th|fbu/r,student
michael.everett@myscu.edu,jt3X=*DQoV\u,student
patty.singleton@myscu.edu,"I|>W,rApC>8n",student
john.reid@myscu.edu,?)w[rc!Qy^hO,student
andrea.martinez@myscu.edu,oVVezj8'NBL3,student
kevin.ferguson@myscu.edu,XUO#8{uedzgj,student
wayne.jackson@myscu.edu,"v6&Kj'?zt,GB",student
shelly.moore@myscu.edu,4'iV$SC\wDgr,student
donna.le@myscu.edu,"[nbSFqyh""=3|",student
cassie.kirby@myscu.edu,2Txk/1~;Xpni,student
anne.bryan@myscu.edu,C(Q(~yTIbH%@,student
anthony.williams@myscu.edu,+=[3k#'b|=9n,student
darlene.ray@myscu.edu,"Uw(|H(s`8{?""",student
debra.wang@myscu.edu,"[Q{Xy""@KN~Dd",student
robert.fowler@myscu.edu,WG5OQ|-B|U#R,student
tyler.burton@myscu.edu,o{6!CB.bdA3f,student
keith.frye@myscu.edu,CO!axGA=!+oi,student
timothy.ballard@myscu.edu,z~s3huSH/7N{,student
gail.evans@myscu.edu,"jyCD1""E2#sm0",student
charles.brown@myscu.edu,Ci17ZJ?PnPD^,student
scott.washington@myscu.edu,%SONMc0{N*5C,student
james.lawson@myscu.edu,wWlZ1B*KLa.?,student
larry.higgins@myscu.edu,Rff;9FjBTFf(,student
jessica.valencia@myscu.edu,"""(etn(Uv""=CD",student
theresa.anderson@myscu.edu,}aT#ka4ljtS;,student
mitchell.hoffman@myscu.edu,PflM}:<Z:#=6,student
luis.owens@myscu.edu,O7r/9q(ZSB!{,student
joseph.wright@myscu.edu,U!K$kNNcQ1bC,student
colin.roberts@myscu.edu,8@6e\{R&A}H=,student
patrick.gilbert@myscu.edu,"VG%Kf9H&F&,A",student
john.grimes@myscu.edu,*CL]8JS92^+X,student
erik.murphy@myscu.edu,mE`G6Le=ojj^,student
becky.edwards@myscu.edu,S*}/'w[q@*Ng,student
kathryn.jimenez@myscu.edu,5k<g*5<]E$J},student
xavier.jimenez@myscu.edu,1sxPAsp//s27,student
kyle.johnson@myscu.edu,!t/@HMZgr'\8,student
sierra.wagner@myscu.edu,U;1SH60mgOJg,student
tammy.lewis@myscu.edu,"h,Clv4Fv_]x%",student
michael.williams@myscu.edu,g>|h2=^VLf$k,student
troy.khan@myscu.edu,S]ycFyF*nZ'],student
destiny.ruiz@myscu.edu,!?wg`\%*d}`4,student
amanda.boone@myscu.edu,5hZ_zddV9OC<,student
ryan.khan@myscu.edu,|cf+/Y=#(Ze*,student
jessica.gallagher@myscu.edu,$OOmP[}IsPfv,student
michael.morales@myscu.edu,3v)@-1~b&/hl,student
ashley.lee@myscu.edu,qeG9wB4SlhxZ,student
angela.jones@myscu.edu,"U(H]u&_,B9Xz",student
william.duran@myscu.edu,$Vf[%6Atm|v(,student
joshua.hays@myscu.edu,tJ/n|$9QkUdA,student
erin.wilson@myscu.edu,K:hA5U>KetrO,student
theresa.long@myscu.edu,eCYGc5@]\/3*,student
laura.morgan@myscu.edu,"G:OO'(fkK&""=",student
sheila.fischer@myscu.edu,_R11WpJ)]mb.,student
james.hicks@myscu.edu,"`ixZFL5H9,/5",student
vincent.williams@myscu.edu,l1EyqRPR{T<u,student
derrick.cook@myscu.edu,f_z5Dgq+z>l7,student
thomas.bryant@myscu.edu,n6ekd#=2d&f&,student
catherine.robertson@myscu.edu,"yy""=H&4GhPWw",student
mark.austin@myscu.edu,EI:N8?nE-FM9,student
francisco.ewing@myscu.edu,"S|6pe^\c5.W,",student
jodi.evans@myscu.edu,V2Gu;d'J~hh^,student
matthew.clayton@myscu.edu,vV1ZN'<XeSXP,student
amanda.erickson@myscu.edu,z;Bww+IQ)kw',student
kevin.cabrera@myscu.edu,?IHV\94QN1:l,student
micheal.nunez@myscu.edu,Y+M2myADhN}2,student
tina.silva@myscu.edu,7+[?bly0^(ld,student
laura.swanson@myscu.edu,O#~m>]\HL0%l,student
hailey.johnson@myscu.edu,[[35~e(HQMQ;,student
thomas.coffey@myscu.edu,BSmr*]_h[3I9,student
krista.parsons@myscu.edu,JPV3_jBG1[2<,student
becky.griffith@myscu.edu,OEDqn/(}tW25,student
brandy.jackson@myscu.edu,jAlzP@B]})]!,student
cristina.harvey@myscu.edu,nt;)c[{Y.a;c,student
maureen.hernandez@myscu.edu,t_1'W;Bk%<PO,student
erin.johnson@myscu.edu,y>~'kHh-'EVz,student
stacy.rodriguez@myscu.edu,"7W,%D]O^-D<!",student
andrew.edwards@myscu.edu,"?d7amJ_""yo/'",student
edward.vaughn@myscu.edu,As?`=)ag0tqN,student
robert.hampton@myscu.edu,yJ27T9qCvBT-,student
samantha.salas@myscu.edu,KHTjk?)B|E!k,student
jill.brown@myscu.edu,RDk$%+T.TMwB,student
devin.clark@myscu.edu,"V@,f+yDKPL\z",student
mark.bates@myscu.edu,'F/DM1pt6`5E,student
alicia.edwards@myscu.edu,4b&.i%\+Z9WI,student
glen.barr@myscu.edu,soY=v.\Fu'_d,student
matthew.gomez@myscu.edu,b_jLToCv+xzl,student
kelsey.le@myscu.edu,",9m(zhg&*Nb;",student
dawn.steele@myscu.edu,4o(-s4DEWczt,student
chelsea.lee@myscu.edu,y9SBi{0T\Ywb,student
john.grant@myscu.edu,ULJZkv|LvI08,student
jeffrey.dudley@myscu.edu,F/|ip>Uxn5S&,student
kenneth.roberts@myscu.edu,1v+xDFoE1Ma#,student
jared.bush@myscu.edu,)-ZD9E%W=~hj,student
logan.bailey@myscu.edu,$J*p)pP|dNq.,student
sarah.pope@myscu.edu,"T)ZLBOB]""X5I",student
joshua.martinez@myscu.edu,9nXt5&WxR_^&,student
erica.james@myscu.edu,=mX:aNog|Dr$,student
tina.cardenas@myscu.edu,YFfSoG0v7^z:,student
stephanie.ballard@myscu.edu,>2C6LxY9ho'A,student
kelly.roberts@myscu.edu,yj-3+F+3A.>!,student
jennifer.reed@myscu.edu,"Sp,}i.np?E[e",student
scott.scott@myscu.edu,WP!EVl0JKSDX,student
timothy.harris@myscu.edu,X@<`_;%;0U-#,student
amanda.fitzpatrick@myscu.edu,0OGcIR!'u0~_,student
heather.taylor@myscu.edu,Jq)bPXaDiIx],student
christina.matthews@myscu.edu,5dzTe$x6|:>^,student
john.santiago@myscu.edu,~7US?).dc[o(,student
amanda.little@myscu.edu,>mN<f7fjZ}s5,student
brian.gutierrez@myscu.edu,b;<D%\3_W_L;,student
jennifer.garcia@myscu.edu,!g:V'hPzsVq),student
kelli.smith@myscu.edu,;azGG1$1Rki',student
andrea.hickman@myscu.edu,r3{+-uJh'x;8,student
richard.donovan@myscu.edu,[r*mf%qnDvr@,student
natalie.woods@myscu.edu,qB$yU2G8Q7;d,student
james.maynard@myscu.edu,;KYt%G/-t$V;,student
manuel.brewer@myscu.edu,-i+yRck9rn3I,student
rebecca.davis@myscu.edu,J3d$7>aNF8j\,student
audrey.nichols@myscu.edu,CRrc/Q2OL;xJ,student
jennifer.zuniga@myscu.edu,"F""C|?*[VN+`L",student
robin.thompson@myscu.edu,cW]@{_s|)mF{,student
nicole.thompson@myscu.edu,|D*.Rpan?Chw,student
samantha.osborn@myscu.edu,tix#<JSGS#$\,student
randy.simpson@myscu.edu,!;%*jm*m+[:',student
sharon.hayden@myscu.edu,NLgT(3u5+IF:,student
sara.mcdowell@myscu.edu,5)\8mrtOF9OA,student
albert.bradley@myscu.edu,K:d{Np#;Rh#j,student
daniel.bird@myscu.edu,>.bD2KQT{L+C,student
justin.hays@myscu.edu,"y74.QJSFYI,}",student
amy.snyder@myscu.edu,"XK""oF^3s/'Qe",student
sheena.rosales@myscu.edu,AlUI@#xFB:Zq,student
taylor.lee@myscu.edu,HbE74Hd(xhi',student
daniel.martin@myscu.edu,7Oz|#w:;'XRh,student
stephen.scott@myscu.edu,Jn|7?J}h^)Nc,student
jacob.doyle@myscu.edu,`y9?;OksyCW=,student
krystal.bradley@myscu.edu,"w.JS*P),A""4\",student
katherine.thompson@myscu.edu,"""zMbMmz4|Dub",student
melissa.prince@myscu.edu,EfB%:37EK^bG,student
margaret.robertson@myscu.edu,"GPR(t$""yd={7",student
christopher.caldwell@myscu.edu,"0Gt}IBD""c6pH",student
jack.taylor@myscu.edu,O~c|0Uw]m5<j,student
marcus.wright@myscu.edu,"u~1qo,(LM)N4",student
jose.young@myscu.edu,EIj@{*DYK=UR,student
karen.finley@myscu.edu,:Q]qBYFRq\K9,student
kevin.sharp@myscu.edu,|M76n6~4'_Ex,student
alexander.valdez@myscu.edu,1SiI(@9Z><pI,student
heather.brown@myscu.edu,?q_]EB[tRx4~,student
david.parker@myscu.edu,-|Vk4F]oR{ad,student
richard.shaw@myscu.edu,""">~>gNy&l,8Y",student
paula.padilla@myscu.edu,cT'BL:+I&W9O,student
