Email_address,First_name,Last_name,Course_ids
tina.sanchez@myscu.edu,Tina,Sanchez,"DATA205,DATA208,DATA209"
andrea.reyes@myscu.edu,Andrea,Reyes,"DATA207,DATA214"
sandra.romero@myscu.edu,Sandra,Romero,DATA208
natasha.shields@myscu.edu,Natasha,Shields,
joshua.tyler@myscu.edu,Joshua,Tyler,"DATA205,DATA215,DATA203"
robert.villa@myscu.edu,Robert,Villa,"DATA208,DATA214"
william.hoover@myscu.edu,William,Hoover,"DATA216,DATA205,DATA218"
justin.evans@myscu.edu,Justin,Evans,
brenda.duarte@myscu.edu,Brenda,Duarte,DATA216
tracy.hernandez@myscu.edu,Tracy,Hernandez,"DATA216,DATA202"
amanda.reed@myscu.edu,Amanda,Reed,"DATA218,DATA205"
andrea.daniels@myscu.edu,Andrea,Daniels,DATA212
stanley.morris@myscu.edu,Stanley,Morris,"DATA204,DATA208"
jacob.terry@myscu.edu,Jacob,Terry,"DATA205,DATA213"
ashley.hall@myscu.edu,Ashley,Hall,"DATA219,DATA214,DATA207"
kimberly.williams@myscu.edu,Kimberly,Williams,"DATA215,DATA207,DATA219"
julie.thornton@myscu.edu,Julie,Thornton,DATA204
lisa.hughes@myscu.edu,Lisa,Hughes,"DATA204,DATA205,DATA213"
elizabeth.hoover@myscu.edu,Elizabeth,Hoover,DATA207
tina.simpson@myscu.edu,Tina,Simpson,"DATA219,DATA207,DATA218"
benjamin.shaw@myscu.edu,Benjamin,Shaw,"DATA211,DATA215"
brittany.kane@myscu.edu,Brittany,Kane,"DATA218,DATA212,DATA203,DATA214"
morgan.alexander@myscu.edu,Morgan,Alexander,"DATA208,DATA212,DATA215"
alicia.bryant@myscu.edu,Alicia,Bryant,"DATA214,DATA212"
jennifer.ortiz@myscu.edu,Jennifer,Ortiz,"DATA207,DATA204,DATA211,DATA218"
diana.moore@myscu.edu,Diana,Moore,"DATA214,DATA204,DATA202"
terrance.costa@myscu.edu,Terrance,Costa,DATA205
matthew.schwartz@myscu.edu,Matthew,Schwartz,"DATA203,DATA211"
debra.christian@myscu.edu,Debra,Christian,"DATA207,DATA205,DATA202"
melissa.villarreal@myscu.edu,Melissa,Villarreal,"DATA205,DATA211"
norman.stewart@myscu.edu,Norman,Stewart,"DATA219,DATA214,DATA203,DATA208,DATA212"
jennifer.malone@myscu.edu,Jennifer,Malone,"DATA204,DATA202,DATA216,DATA205"
monique.johnson@myscu.edu,Monique,Johnson,DATA202
casey.welch@myscu.edu,Casey,Welch,"DATA212,DATA204,DATA214"
samantha.bright@myscu.edu,Samantha,Bright,"DATA204,DATA218,DATA208"
julie.hamilton@myscu.edu,Julie,Hamilton,DATA213
corey.schultz@myscu.edu,Corey,Schultz,"DATA209,DATA219"
monique.wallace@myscu.edu,Monique,Wallace,"DATA214,DATA204"
heather.berger@myscu.edu,Heather,Berger,DATA216
brandon.flynn@myscu.edu,Brandon,Flynn,"DATA215,DATA207"
kelly.brooks@myscu.edu,Kelly,Brooks,"DATA212,DATA213,DATA208,DATA216,DATA209"
dustin.schmidt@myscu.edu,Dustin,Schmidt,DATA209
ashlee.sparks@myscu.edu,Ashlee,Sparks,"DATA216,DATA202"
george.miller@myscu.edu,George,Miller,DATA212
monica.harvey@myscu.edu,Monica,Harvey,"DATA216,DATA211,DATA214"
john.durham@myscu.edu,John,Durham,"DATA214,DATA216,DATA218"
douglas.murray@myscu.edu,Douglas,Murray,DATA216
jonathan.scott@myscu.edu,Jonathan,Scott,"DATA211,DATA205,DATA207"
albert.ballard@myscu.edu,Albert,Ballard,"DATA219,DATA212,DATA214,DATA215"
rachel.byrd@myscu.edu,Rachel,Byrd,DATA218
eric.alexander@myscu.edu,Eric,Alexander,DATA212
michael.matthews@myscu.edu,Michael,Matthews,"DATA208,DATA214,DATA212,DATA202"
danielle.coleman@myscu.edu,Danielle,Coleman,"DATA216,DATA202,DATA214,DATA215"
john.bruce@myscu.edu,John,Bruce,"DATA213,DATA204"
james.cruz@myscu.edu,James,Cruz,"DATA205,DATA215,DATA204,DATA218"
timothy.young@myscu.edu,Timothy,Young,"DATA216,DATA218,DATA206,DATA215"
ashley.andrews@myscu.edu,Ashley,Andrews,"DATA215,DATA216,DATA212"
victoria.phillips@myscu.edu,Victoria,Phillips,"DATA204,DATA207"
tiffany.barrett@myscu.edu,Tiffany,Barrett,DATA208
joshua.knight@myscu.edu,Joshua,Knight,DATA206
gina.garner@myscu.edu,Gina,Garner,"DATA202,DATA212,DATA219"
brandon.obrien@myscu.edu,Brandon,Obrien,"DATA219,DATA214"
tyler.strong@myscu.edu,Tyler,Strong,DATA211
justin.lindsey@myscu.edu,Justin,Lindsey,"DATA209,DATA208"
catherine.gomez@myscu.edu,Catherine,Gomez,"DATA203,DATA205,DATA211,DATA208"
dana.oliver@myscu.edu,Dana,Oliver,"DATA219,DATA205,DATA216"
erica.le@myscu.edu,Erica,Le,"DATA213,DATA214,DATA218,DATA212"
donna.massey@myscu.edu,Donna,Massey,"DATA212,DATA204"
courtney.berger@myscu.edu,Courtney,Berger,"DATA212,DATA219,DATA209"
debbie.parker@myscu.edu,Debbie,Parker,"DATA209,DATA207"
scott.riley@myscu.edu,Scott,Riley,DATA211
jessica.davis@myscu.edu,Jessica,Davis,"DATA208,DATA212,DATA207,DATA206"
kenneth.burgess@myscu.edu,Kenneth,Burgess,"DATA218,DATA203,DATA212"
gregory.anderson@myscu.edu,Gregory,Anderson,"DATA215,DATA208"
amber.mata@myscu.edu,Amber,Mata,DATA206
alyssa.mcintyre@myscu.edu,Alyssa,Mcintyre,DATA205
maria.scott@myscu.edu,Maria,Scott,"DATA206,DATA215,DATA205"
makayla.olson@myscu.edu,Makayla,Olson,"DATA213,DATA212,DATA205"
lindsay.francis@myscu.edu,Lindsay,Francis,"DATA204,DATA205,DATA212,DATA207"
matthew.wilson@myscu.edu,Matthew,Wilson,"DATA214,DATA216,DATA211"
sydney.taylor@myscu.edu,Sydney,Taylor,DATA218
tammy.dalton@myscu.edu,Tammy,Dalton,"DATA204,DATA216"
jennifer.whitney@myscu.edu,Jennifer,Whitney,DATA209
tammy.ballard@myscu.edu,Tammy,Ballard,"DATA212,DATA211,DATA218"
michael.gibbs@myscu.edu,Michael,Gibbs,"DATA207,DATA216,DATA208,DATA212"
alexander.herrera@myscu.edu,Alexander,Herrera,"DATA204,DATA219,DATA215"
shawn.chambers@myscu.edu,Shawn,Chambers,"DATA208,DATA207"
emily.richards@myscu.edu,Emily,Richards,DATA207
lynn.bentley@myscu.edu,Lynn,Bentley,"DATA214,DATA209"
daniel.hall@myscu.edu,Daniel,Hall,"DATA208,DATA203,DATA216,DATA202,DATA219"
angel.henson@myscu.edu,Angel,Henson,"DATA215,DATA219,DATA205"
anna.herman@myscu.edu,Anna,Herman,DATA212
jeffrey.brown@myscu.edu,Jeffrey,Brown,"DATA214,DATA216"
madison.blankenship@myscu.edu,Madison,Blankenship,"DATA214,DATA218,DATA207"
kevin.ortiz@myscu.edu,Kevin,Ortiz,"DATA211,DATA202"
donald.shah@myscu.edu,Donald,Shah,"DATA206,DATA212"
kevin.vasquez@myscu.edu,Kevin,Vasquez,"DATA214,DATA202"
colton.clay@myscu.edu,Colton,Clay,"DATA204,DATA214,DATA203"
derek.chavez@myscu.edu,Derek,Chavez,"DATA213,DATA206"
ellen.paul@myscu.edu,Ellen,Paul,
sonya.barnes@myscu.edu,Sonya,Barnes,"DATA207,DATA205"
julia.moore@myscu.edu,Julia,Moore,"DATA204,DATA219,DATA206"
robert.garcia@myscu.edu,Robert,Garcia,"DATA203,DATA215,DATA216"
tracy.russell@myscu.edu,Tracy,Russell,"DATA209,DATA213"
stephanie.johnson@myscu.edu,Stephanie,Johnson,DATA211
mitchell.ramos@myscu.edu,Mitchell,Ramos,"DATA208,DATA204,DATA203,DATA209"
stephanie.foley@myscu.edu,Stephanie,Foley,DATA211
cory.jennings@myscu.edu,Cory,Jennings,DATA214
amy.levine@myscu.edu,Amy,Levine,"DATA212,DATA205,DATA214"
michael.sanders@myscu.edu,Michael,Sanders,"DATA213,DATA219,DATA216,DATA203"
james.martinez@myscu.edu,James,Martinez,"DATA202,DATA216,DATA215"
melanie.gibson@myscu.edu,Melanie,Gibson,"DATA219,DATA204,DATA215,DATA208"
elizabeth.may@myscu.edu,Elizabeth,May,"DATA209,DATA204,DATA207"
carla.smith@myscu.edu,Carla,Smith,"DATA211,DATA216,DATA212"
kristin.sanchez@myscu.edu,Kristin,Sanchez,"DATA216,DATA204"
david.cunningham@myscu.edu,David,Cunningham,DATA213
casey.hubbard@myscu.edu,Casey,Hubbard,"DATA215,DATA216"
jamie.robinson@myscu.edu,Jamie,Robinson,"DATA214,DATA219"
molly.murphy@myscu.edu,Molly,Murphy,"DATA215,DATA209,DATA205"
dylan.lester@myscu.edu,Dylan,Lester,"DATA202,DATA215"
aaron.garrison@myscu.edu,Aaron,Garrison,"DATA211,DATA216"
duane.anderson@myscu.edu,Duane,Anderson,
john.thompson@myscu.edu,John,Thompson,"DATA206,DATA213,DATA211,DATA209"
donna.johnson@myscu.edu,Donna,Johnson,"DATA209,DATA216"
alexis.tyler@myscu.edu,Alexis,Tyler,"DATA216,DATA209"
john.morris@myscu.edu,John,Morris,"DATA205,DATA203,DATA202,DATA213"
grant.williams@myscu.edu,Grant,Williams,
judy.fox@myscu.edu,Judy,Fox,DATA203
julie.alvarez@myscu.edu,Julie,Alvarez,DATA204
kimberly.palmer@myscu.edu,Kimberly,Palmer,
daniel.gordon@myscu.edu,Daniel,Gordon,"DATA208,DATA209"
sonia.williams@myscu.edu,Sonia,Williams,"DATA207,DATA218"
krista.camacho@myscu.edu,Krista,Camacho,DATA202
adrienne.ellis@myscu.edu,Adrienne,Ellis,"DATA216,DATA204"
tamara.brown@myscu.edu,Tamara,Brown,DATA206
timothy.morales@myscu.edu,Timothy,Morales,"DATA216,DATA202"
gina.henry@myscu.edu,Gina,Henry,DATA211
renee.jones@myscu.edu,Renee,Jones,DATA215
christopher.franklin@myscu.edu,Christopher,Franklin,DATA214
cameron.hill@myscu.edu,Cameron,Hill,"DATA212,DATA206,DATA213,DATA205"
cynthia.kelley@myscu.edu,Cynthia,Kelley,
mark.vang@myscu.edu,Mark,Vang,"DATA219,DATA209"
alyssa.chavez@myscu.edu,Alyssa,Chavez,"DATA214,DATA216,DATA212,DATA218,DATA215"
catherine.garcia@myscu.edu,Catherine,Garcia,"DATA211,DATA215"
jacqueline.farrell@myscu.edu,Jacqueline,Farrell,"DATA219,DATA213"
debra.mack@myscu.edu,Debra,Mack,"DATA214,DATA209,DATA213"
jennifer.lewis@myscu.edu,Jennifer,Lewis,DATA209
shannon.perez@myscu.edu,Shannon,Perez,DATA211
matthew.chavez@myscu.edu,Matthew,Chavez,"DATA205,DATA211,DATA209,DATA206"
robert.davis@myscu.edu,Robert,Davis,DATA216
ronald.ortega@myscu.edu,Ronald,Ortega,"DATA218,DATA206,DATA205,DATA203"
nicholas.hernandez@myscu.edu,Nicholas,Hernandez,"DATA203,DATA206"
sandra.jones@myscu.edu,Sandra,Jones,DATA214
marie.davis@myscu.edu,Marie,Davis,"DATA215,DATA206"
colin.rodgers@myscu.edu,Colin,Rodgers,"DATA213,DATA204,DATA209,DATA202"
lisa.hawkins@myscu.edu,Lisa,Hawkins,DATA216
brenda.hoffman@myscu.edu,Brenda,Hoffman,"DATA202,DATA216"
mark.martinez@myscu.edu,Mark,Martinez,DATA213
michael.ortega@myscu.edu,Michael,Ortega,"DATA218,DATA215,DATA205"
karen.parrish@myscu.edu,Karen,Parrish,DATA216
jennifer.schmitt@myscu.edu,Jennifer,Schmitt,"DATA202,DATA211"
caroline.bell@myscu.edu,Caroline,Bell,"DATA204,DATA215"
becky.lewis@myscu.edu,Becky,Lewis,"DATA212,DATA216,DATA202,DATA214"
diane.walker@myscu.edu,Diane,Walker,DATA205
daniel.bruce@myscu.edu,Daniel,Bruce,"DATA214,DATA215"
michael.farmer@myscu.edu,Michael,Farmer,"DATA208,DATA211"
audrey.aguirre@myscu.edu,Audrey,Aguirre,"DATA204,DATA208,DATA215,DATA212"
megan.villegas@myscu.edu,Megan,Villegas,"DATA204,DATA218"
loretta.austin@myscu.edu,Loretta,Austin,DATA206
dawn.johnson@myscu.edu,Dawn,Johnson,"DATA202,DATA204"
sarah.gallegos@myscu.edu,Sarah,Gallegos,"DATA219,DATA214,DATA212,DATA207"
joseph.white@myscu.edu,Joseph,White,DATA212
jacqueline.parker@myscu.edu,Jacqueline,Parker,"DATA208,DATA205"
matthew.smith@myscu.edu,Matthew,Smith,"DATA212,DATA203,DATA215,DATA205"
molly.knight@myscu.edu,Molly,Knight,DATA207
richard.thomas@myscu.edu,Richard,Thomas,"DATA206,DATA219,DATA214"
cynthia.johnson@myscu.edu,Cynthia,Johnson,DATA218
julie.lewis@myscu.edu,Julie,Lewis,"DATA209,DATA205,DATA219"
robert.peterson@myscu.edu,Robert,Peterson,DATA204
mitchell.griffith@myscu.edu,Mitchell,Griffith,"DATA204,DATA218,DATA206,DATA213,DATA205"
kimberly.bradley@myscu.edu,Kimberly,Bradley,DATA206
eric.williamson@myscu.edu,Eric,Williamson,"DATA218,DATA207"
emily.nelson@myscu.edu,Emily,Nelson,"DATA206,DATA204,DATA207,DATA205"
ebony.tucker@myscu.edu,Ebony,Tucker,"DATA213,DATA207,DATA218"
scott.nelson@myscu.edu,Scott,Nelson,"DATA204,DATA206,DATA209"
kari.wilson@myscu.edu,Kari,Wilson,"DATA213,DATA203"
russell.campbell@myscu.edu,Russell,Campbell,"DATA214,DATA215,DATA207"
erika.tucker@myscu.edu,Erika,Tucker,"DATA218,DATA212"
elizabeth.williams@myscu.edu,Elizabeth,Williams,"DATA208,DATA207"
randall.greene@myscu.edu,Randall,Greene,"DATA206,DATA208,DATA218,DATA215"
adrian.turner@myscu.edu,Adrian,Turner,"DATA203,DATA205,DATA214"
jason.taylor@myscu.edu,Jason,Taylor,DATA202
jonathan.murphy@myscu.edu,Jonathan,Murphy,"DATA205,DATA218"
adrian.burgess@myscu.edu,Adrian,Burgess,DATA214
gregory.james@myscu.edu,Gregory,James,DATA208
jane.mason@myscu.edu,Jane,Mason,DATA215
martha.drake@myscu.edu,Martha,Drake,"DATA202,DATA207,DATA214"
charles.hensley@myscu.edu,Charles,Hensley,"DATA207,DATA215,DATA203,DATA206,DATA219"
bobby.smith@myscu.edu,Bobby,Smith,"DATA214,DATA204,DATA218"
samantha.atkins@myscu.edu,Samantha,Atkins,"DATA205,DATA216,DATA207,DATA204"
barbara.berry@myscu.edu,Barbara,Berry,DATA215
jenna.butler@myscu.edu,Jenna,Butler,DATA203
darius.smith@myscu.edu,Darius,Smith,"DATA202,DATA211"
mark.solis@myscu.edu,Mark,Solis,"DATA214,DATA206"
christine.collier@myscu.edu,Christine,Collier,
samantha.davis@myscu.edu,Samantha,Davis,DATA219
megan.sanchez@myscu.edu,Megan,Sanchez,"DATA211,DATA215"
brianna.warren@myscu.edu,Brianna,Warren,"DATA215,DATA214,DATA216,DATA218"
randy.collins@myscu.edu,Randy,Collins,"DATA208,DATA214,DATA211,DATA206,DATA218"
matthew.cook@myscu.edu,Matthew,Cook,"DATA218,DATA211,DATA205,DATA207,DATA212"
gary.dixon@myscu.edu,Gary,Dixon,
daniel.hicks@myscu.edu,Daniel,Hicks,
rebecca.bailey@myscu.edu,Rebecca,Bailey,
jessica.fuentes@myscu.edu,Jessica,Fuentes,"DATA209,DATA207"
lisa.young@myscu.edu,Lisa,Young,"DATA216,DATA202,DATA218"
dwayne.gonzalez@myscu.edu,Dwayne,Gonzalez,DATA204
carrie.wolf@myscu.edu,Carrie,Wolf,"DATA218,DATA202,DATA211,DATA205"
diana.thompson@myscu.edu,Diana,Thompson,"DATA216,DATA218"
kendra.snyder@myscu.edu,Kendra,Snyder,DATA208
karen.wolf@myscu.edu,Karen,Wolf,DATA219
shane.glass@myscu.edu,Shane,Glass,"DATA207,DATA218"
anne.reid@myscu.edu,Anne,Reid,"DATA207,DATA218"
claudia.lin@myscu.edu,Claudia,Lin,DATA202
courtney.hernandez@myscu.edu,Courtney,Hernandez,"DATA213,DATA206,DATA215"
carlos.ramos@myscu.edu,Carlos,Ramos,"DATA215,DATA216,DATA206"
kevin.hill@myscu.edu,Kevin,Hill,DATA208
brian.romero@myscu.edu,Brian,Romero,"DATA206,DATA213,DATA215"
lance.hayes@myscu.edu,Lance,Hayes,DATA216
brian.decker@myscu.edu,Brian,Decker,"DATA209,DATA218"
chase.lin@myscu.edu,Chase,Lin,"DATA215,DATA202,DATA203,DATA204"
melissa.gilbert@myscu.edu,Melissa,Gilbert,"DATA212,DATA204,DATA218"
william.ford@myscu.edu,William,Ford,
angela.conner@myscu.edu,Angela,Conner,"DATA218,DATA205"
paula.cole@myscu.edu,Paula,Cole,DATA209
lisa.pearson@myscu.edu,Lisa,Pearson,"DATA208,DATA213,DATA214,DATA204"
marc.alvarez@myscu.edu,Marc,Alvarez,DATA203
edward.brown@myscu.edu,Edward,Brown,DATA204
dale.nolan@myscu.edu,Dale,Nolan,"DATA202,DATA203,DATA218,DATA212"
matthew.klein@myscu.edu,Matthew,Klein,"DATA207,DATA203,DATA204,DATA205"
william.thompson@myscu.edu,William,Thompson,DATA207
john.kim@myscu.edu,John,Kim,DATA207
scott.mills@myscu.edu,Scott,Mills,"DATA214,DATA204"
erik.watson@myscu.edu,Erik,Watson,"DATA204,DATA214,DATA207,DATA206"
justin.ortiz@myscu.edu,Justin,Ortiz,DATA203
matthew.harper@myscu.edu,Matthew,Harper,"DATA218,DATA206"
kristina.holland@myscu.edu,Kristina,Holland,"DATA216,DATA212,DATA206"
cameron.davis@myscu.edu,Cameron,Davis,"DATA211,DATA205,DATA214,DATA209"
erika.mitchell@myscu.edu,Erika,Mitchell,"DATA213,DATA203,DATA204,DATA209,DATA205"
jennifer.douglas@myscu.edu,Jennifer,Douglas,DATA212
rebecca.marks@myscu.edu,Rebecca,Marks,DATA213
mathew.aguilar@myscu.edu,Mathew,Aguilar,DATA218
donald.bailey@myscu.edu,Donald,Bailey,"DATA216,DATA204"
tammy.hale@myscu.edu,Tammy,Hale,DATA209
philip.larson@myscu.edu,Philip,Larson,"DATA202,DATA204,DATA218,DATA209"
sharon.collins@myscu.edu,Sharon,Collins,"DATA207,DATA204,DATA206"
nicholas.conner@myscu.edu,Nicholas,Conner,"DATA205,DATA211,DATA212"
lisa.santiago@myscu.edu,Lisa,Santiago,DATA219
maria.rodgers@myscu.edu,Maria,Rodgers,DATA215
gina.fox@myscu.edu,Gina,Fox,"DATA202,DATA218"
debbie.henderson@myscu.edu,Debbie,Henderson,"DATA211,DATA204,DATA215"
michael.cox@myscu.edu,Michael,Cox,
henry.lewis@myscu.edu,Henry,Lewis,"DATA213,DATA214"
stacey.tucker@myscu.edu,Stacey,Tucker,DATA212
jeremy.taylor@myscu.edu,Jeremy,Taylor,"DATA213,DATA208"
chris.richard@myscu.edu,Chris,Richard,"DATA204,DATA213"
craig.wise@myscu.edu,Craig,Wise,DATA213
mary.stephenson@myscu.edu,Mary,Stephenson,"DATA215,DATA211,DATA212,DATA209,DATA204"
benjamin.rogers@myscu.edu,Benjamin,Rogers,
nicholas.martin@myscu.edu,Nicholas,Martin,DATA211
marie.wise@myscu.edu,Marie,Wise,"DATA203,DATA215"
lisa.martin@myscu.edu,Lisa,Martin,DATA209
samuel.jenkins@myscu.edu,Samuel,Jenkins,"DATA207,DATA203,DATA211,DATA205"
erica.young@myscu.edu,Erica,Young,"DATA215,DATA207"
sean.mitchell@myscu.edu,Sean,Mitchell,"DATA215,DATA205"
kaitlyn.cole@myscu.edu,Kaitlyn,Cole,"DATA212,DATA219,DATA214,DATA202"
amanda.collins@myscu.edu,Amanda,Collins,"DATA218,DATA213"
lindsey.harrison@myscu.edu,Lindsey,Harrison,"DATA206,DATA207,DATA204,DATA218"
mary.richardson@myscu.edu,Mary,Richardson,"DATA212,DATA216,DATA203"
stacey.joyce@myscu.edu,Stacey,Joyce,"DATA213,DATA208"
steven.campbell@myscu.edu,Steven,Campbell,DATA207
patrick.rose@myscu.edu,Patrick,Rose,DATA209
tammy.montoya@myscu.edu,Tammy,Montoya,DATA207
laurie.taylor@myscu.edu,Laurie,Taylor,DATA219
john.davidson@myscu.edu,John,Davidson,DATA205
morgan.spencer@myscu.edu,Morgan,Spencer,
curtis.singleton@myscu.edu,Curtis,Singleton,"DATA205,DATA211,DATA212,DATA215,DATA214"
melissa.mitchell@myscu.edu,Melissa,Mitchell,"DATA219,DATA213,DATA209"
kathryn.nelson@myscu.edu,Kathryn,Nelson,"DATA202,DATA211,DATA214,DATA218"
rebecca.hernandez@myscu.edu,Rebecca,Hernandez,"DATA218,DATA209,DATA213"
samuel.potts@myscu.edu,Samuel,Potts,"DATA212,DATA207"
jeffrey.hayes@myscu.edu,Jeffrey,Hayes,"DATA202,DATA215,DATA203"
michael.johnson@myscu.edu,Michael,Johnson,"DATA203,DATA208"
brian.shaw@myscu.edu,Brian,Shaw,"DATA202,DATA213,DATA203"
joe.vang@myscu.edu,Joe,Vang,DATA202
sarah.combs@myscu.edu,Sarah,Combs,DATA204
debra.moody@myscu.edu,Debra,Moody,
devin.mitchell@myscu.edu,Devin,Mitchell,"DATA213,DATA207,DATA203"
maria.horton@myscu.edu,Maria,Horton,"DATA215,DATA212,DATA208,DATA202"
dominic.thornton@myscu.edu,Dominic,Thornton,"DATA202,DATA205,DATA213,DATA216"
shane.smith@myscu.edu,Shane,Smith,DATA204
christian.scott@myscu.edu,Christian,Scott,"DATA216,DATA203,DATA211"
mary.dunn@myscu.edu,Mary,Dunn,"DATA203,DATA204"
jessica.rose@myscu.edu,Jessica,Rose,DATA215
daniel.roberts@myscu.edu,Daniel,Roberts,"DATA205,DATA214"
kevin.williams@myscu.edu,Kevin,Williams,
robert.bauer@myscu.edu,Robert,Bauer,"DATA204,DATA216"
stephen.rodriguez@myscu.edu,Stephen,Rodriguez,DATA209
rebecca.carlson@myscu.edu,Rebecca,Carlson,"DATA211,DATA214,DATA203,DATA207"
allen.robertson@myscu.edu,Allen,Robertson,DATA211
john.thomas@myscu.edu,John,Thomas,"DATA218,DATA207,DATA202"
ruben.mendez@myscu.edu,Ruben,Mendez,DATA202
john.butler@myscu.edu,John,Butler,"DATA211,DATA216"
elizabeth.miller@myscu.edu,Elizabeth,Miller,"DATA205,DATA215,DATA209"
theresa.jones@myscu.edu,Theresa,Jones,"DATA209,DATA212"
alicia.romero@myscu.edu,Alicia,Romero,DATA203
vanessa.spencer@myscu.edu,Vanessa,Spencer,DATA203
peter.harrison@myscu.edu,Peter,Harrison,
cynthia.zavala@myscu.edu,Cynthia,Zavala,"DATA218,DATA213,DATA205,DATA211,DATA216"
jon.smith@myscu.edu,Jon,Smith,"DATA202,DATA214,DATA213"
kristina.cooper@myscu.edu,Kristina,Cooper,"DATA219,DATA208,DATA215"
jessica.fuller@myscu.edu,Jessica,Fuller,DATA219
kelsey.moss@myscu.edu,Kelsey,Moss,DATA203
marvin.williams@myscu.edu,Marvin,Williams,DATA206
amy.li@myscu.edu,Amy,Li,"DATA205,DATA212,DATA214,DATA208"
gregory.maxwell@myscu.edu,Gregory,Maxwell,"DATA212,DATA213,DATA204"
steven.dominguez@myscu.edu,Steven,Dominguez,DATA215
crystal.cain@myscu.edu,Crystal,Cain,"DATA203,DATA218,DATA202"
bryan.parsons@myscu.edu,Bryan,Parsons,"DATA208,DATA207,DATA204,DATA215"
stephen.carter@myscu.edu,Stephen,Carter,DATA218
bradley.gonzalez@myscu.edu,Bradley,Gonzalez,DATA209
bobby.mahoney@myscu.edu,Bobby,Mahoney,"DATA219,DATA212,DATA213"
zachary.hays@myscu.edu,Zachary,Hays,"DATA216,DATA203,DATA209"
amy.king@myscu.edu,Amy,King,"DATA202,DATA203"
karen.lee@myscu.edu,Karen,Lee,"DATA219,DATA218,DATA215,DATA214"
michael.norman@myscu.edu,Michael,Norman,DATA209
michelle.rivera@myscu.edu,Michelle,Rivera,DATA204
david.richardson@myscu.edu,David,Richardson,"DATA202,DATA218,DATA207"
pamela.paul@myscu.edu,Pamela,Paul,"DATA214,DATA202,DATA208"
patricia.hughes@myscu.edu,Patricia,Hughes,"DATA219,DATA207,DATA202"
terri.crawford@myscu.edu,Terri,Crawford,"DATA208,DATA205"
tyler.glass@myscu.edu,Tyler,Glass,"DATA205,DATA219,DATA216"
april.owen@myscu.edu,April,Owen,DATA216
jessica.miller@myscu.edu,Jessica,Miller,"DATA203,DATA209,DATA215,DATA212,DATA216"
carrie.short@myscu.edu,Carrie,Short,"DATA215,DATA207,DATA202,DATA206"
amy.morris@myscu.edu,Amy,Morris,"DATA219,DATA218,DATA214,DATA203"
christopher.guerrero@myscu.edu,Christopher,Guerrero,"DATA207,DATA212,DATA209"
kirk.morrison@myscu.edu,Kirk,Morrison,DATA209
ronald.norris@myscu.edu,Ronald,Norris,"DATA212,DATA203,DATA204"
michael.williams@myscu.edu,Michael,Williams,"DATA212,DATA215,DATA211,DATA202,DATA214"
molly.gomez@myscu.edu,Molly,Gomez,DATA215
whitney.hill@myscu.edu,Whitney,Hill,"DATA205,DATA218,DATA208,DATA207"
tina.gould@myscu.edu,Tina,Gould,"DATA215,DATA205"
charles.walsh@myscu.edu,Charles,Walsh,"DATA214,DATA213,DATA205"
michael.owen@myscu.edu,Michael,Owen,"DATA211,DATA216"
erin.cisneros@myscu.edu,Erin,Cisneros,"DATA216,DATA219,DATA209,DATA203,DATA214"
douglas.lawson@myscu.edu,Douglas,Lawson,DATA209
kimberly.johnson@myscu.edu,Kimberly,Johnson,DATA209
carlos.osborne@myscu.edu,Carlos,Osborne,"DATA212,DATA205,DATA213"
michael.reyes@myscu.edu,Michael,Reyes,DATA213
ashley.jacobs@myscu.edu,Ashley,Jacobs,"DATA207,DATA214"
erika.rush@myscu.edu,Erika,Rush,DATA209
nathan.hines@myscu.edu,Nathan,Hines,"DATA214,DATA205,DATA203"
audrey.moreno@myscu.edu,Audrey,Moreno,DATA206
raymond.banks@myscu.edu,Raymond,Banks,"DATA207,DATA205"
john.wilson@myscu.edu,John,Wilson,"DATA214,DATA203"
jill.porter@myscu.edu,Jill,Porter,DATA204
paul.hoffman@myscu.edu,Paul,Hoffman,"DATA204,DATA211"
jose.green@myscu.edu,Jose,Green,"DATA218,DATA216,DATA219,DATA214"
sean.davies@myscu.edu,Sean,Davies,"DATA202,DATA203"
justin.hendricks@myscu.edu,Justin,Hendricks,
travis.martinez@myscu.edu,Travis,Martinez,"DATA218,DATA216"
melissa.hayes@myscu.edu,Melissa,Hayes,"DATA203,DATA209,DATA216,DATA202"
rachel.wallace@myscu.edu,Rachel,Wallace,"DATA204,DATA212,DATA208,DATA209"
christopher.fleming@myscu.edu,Christopher,Fleming,DATA203
megan.flores@myscu.edu,Megan,Flores,"DATA214,DATA211,DATA216,DATA218"
michael.brown@myscu.edu,Michael,Brown,"DATA204,DATA218"
amber.vance@myscu.edu,Amber,Vance,"DATA204,DATA216,DATA211,DATA214"
melissa.joseph@myscu.edu,Melissa,Joseph,DATA202
sara.little@myscu.edu,Sara,Little,"DATA209,DATA205,DATA208"
laura.hicks@myscu.edu,Laura,Hicks,"DATA213,DATA215"
david.harris@myscu.edu,David,Harris,"DATA202,DATA205,DATA206"
dominic.tyler@myscu.edu,Dominic,Tyler,"DATA218,DATA202,DATA209"
anthony.spencer@myscu.edu,Anthony,Spencer,"DATA207,DATA212,DATA202,DATA218,DATA205"
miguel.lara@myscu.edu,Miguel,Lara,"DATA215,DATA218,DATA208,DATA205"
andrea.salazar@myscu.edu,Andrea,Salazar,"DATA213,DATA216,DATA204"
